Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.375 -0.38 0.01 0 0
-0.365 -0.37 0.02 1 7.48604e-06
-0.355 -0.36 0.03 1 7.48604e-06
-0.345 -0.35 0.04 1 7.48604e-06
-0.335 -0.34 0.05 0 0
-0.325 -0.33 0.06 1 7.48604e-06
-0.315 -0.32 0.07 0 0
-0.305 -0.31 0.08 3 2.24581e-05
-0.295 -0.3 0.09 2 1.49721e-05
-0.285 -0.29 0.1 5 3.74302e-05
-0.275 -0.28 0.11 2 1.49721e-05
-0.265 -0.27 0.12 0 0
-0.255 -0.26 0.13 6 4.49162e-05
-0.245 -0.25 0.14 3 2.24581e-05
-0.235 -0.24 0.15 11 8.23464e-05
-0.225 -0.23 0.16 13 9.73185e-05
-0.215 -0.22 0.17 18 0.000134749
-0.205 -0.21 0.18 27 0.000202123
-0.195 -0.2 0.19 27 0.000202123
-0.185 -0.19 0.2 41 0.000306928
-0.175 -0.18 0.21 55 0.000411732
-0.165 -0.17 0.22 84 0.000628827
-0.155 -0.16 0.23 123 0.000920783
-0.145 -0.15 0.24 149 0.00111542
-0.135 -0.14 0.25 237 0.00177419
-0.125 -0.13 0.26 406 0.00303933
-0.115 -0.12 0.27 631 0.00472369
-0.105 -0.11 0.28 947 0.00708928
-0.095 -0.1 0.29 1527 0.0114312
-0.085 -0.09 0.3 2383 0.0178392
-0.075 -0.08 0.31 3731 0.0279304
-0.065 -0.07 0.32 5653 0.0423186
-0.055 -0.06 0.33 8208 0.0614454
-0.045 -0.05 0.34 12015 0.0899448
-0.035 -0.04 0.35 16770 0.125541
-0.025 -0.03 0.36 22900 0.17143
-0.015 -0.02 0.37 28234 0.211361
-0.005 -0.00999999 0.38 29367 0.219842
0.005 0 0.39 0 0
0.015 0.00999999 0.4 0 0
