Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.305 -0.31 0.01 0 0
-0.295 -0.3 0.02 1 7.35294e-05
-0.285 -0.29 0.03 0 0
-0.275 -0.28 0.04 0 0
-0.265 -0.27 0.05 0 0
-0.255 -0.26 0.06 1 7.35294e-05
-0.245 -0.25 0.07 0 0
-0.235 -0.24 0.08 0 0
-0.225 -0.23 0.09 2 0.000147059
-0.215 -0.22 0.1 1 7.35294e-05
-0.205 -0.21 0.11 0 0
-0.195 -0.2 0.12 5 0.000367647
-0.185 -0.19 0.13 8 0.000588235
-0.175 -0.18 0.14 10 0.000735294
-0.165 -0.17 0.15 23 0.00169118
-0.155 -0.16 0.16 43 0.00316176
-0.145 -0.15 0.17 54 0.00397059
-0.135 -0.14 0.18 123 0.00904412
-0.125 -0.13 0.19 191 0.0140441
-0.115 -0.12 0.2 297 0.0218382
-0.105 -0.11 0.21 360 0.0264706
-0.095 -0.1 0.22 587 0.0431618
-0.085 -0.09 0.23 791 0.0581618
-0.075 -0.08 0.24 1011 0.0743382
-0.065 -0.07 0.25 1236 0.0908824
-0.055 -0.06 0.26 1471 0.108162
-0.045 -0.05 0.27 1541 0.113309
-0.035 -0.04 0.28 1519 0.111691
-0.025 -0.03 0.29 1611 0.118456
-0.015 -0.02 0.3 1451 0.106691
-0.00500001 -0.01 0.31 1263 0.0928677
0.00499999 0 0.32 0 0
0.015 0.00999999 0.33 0 0
