Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.305 -0.31 0.01 0 0
-0.295 -0.3 0.02 1 6.20194e-05
-0.285 -0.29 0.03 1 6.20194e-05
-0.275 -0.28 0.04 1 6.20194e-05
-0.265 -0.27 0.05 0 0
-0.255 -0.26 0.06 1 6.20194e-05
-0.245 -0.25 0.07 1 6.20194e-05
-0.235 -0.24 0.08 1 6.20194e-05
-0.225 -0.23 0.09 7 0.000434135
-0.215 -0.22 0.1 7 0.000434135
-0.205 -0.21 0.11 10 0.000620193
-0.195 -0.2 0.12 29 0.00179856
-0.185 -0.19 0.13 24 0.00148846
-0.175 -0.18 0.14 45 0.00279087
-0.165 -0.17 0.15 64 0.00396924
-0.155 -0.16 0.16 82 0.00508559
-0.145 -0.15 0.17 131 0.00812453
-0.135 -0.14 0.18 198 0.0122798
-0.125 -0.13 0.19 300 0.0186058
-0.115 -0.12 0.2 383 0.0237534
-0.105 -0.11 0.21 604 0.0374597
-0.095 -0.1 0.22 754 0.0467626
-0.085 -0.09 0.23 978 0.0606549
-0.075 -0.08 0.24 1193 0.0739891
-0.065 -0.07 0.25 1450 0.0899281
-0.055 -0.06 0.26 1585 0.0983007
-0.045 -0.05 0.27 1666 0.103324
-0.035 -0.04 0.28 1788 0.110891
-0.025 -0.03 0.29 1804 0.111883
-0.015 -0.02 0.3 1700 0.105433
-0.00500001 -0.01 0.31 1316 0.0816175
0.00499999 0 0.32 0 0
0.015 0.00999999 0.33 0 0
