Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.105 -0.11 0.01 0 0
-0.095 -0.1 0.02 1 1.57458e-06
-0.085 -0.09 0.03 2 3.14916e-06
-0.075 -0.08 0.04 4 6.29833e-06
-0.065 -0.07 0.05 10 1.57458e-05
-0.055 -0.06 0.06 41 6.45579e-05
-0.045 -0.05 0.07 187 0.000294447
-0.035 -0.04 0.08 768 0.00120928
-0.025 -0.03 0.09 4463 0.00702736
-0.015 -0.02 0.1 35209 0.0554395
-0.005 -0.01 0.11 326237 0.513687
0.005 0 0.12 228457 0.359724
0.015 0.01 0.13 24105 0.0379553
0.025 0.02 0.14 6945 0.0109355
0.035 0.03 0.15 3351 0.00527643
0.045 0.04 0.16 1909 0.00300588
0.055 0.05 0.17 1236 0.00194618
0.065 0.06 0.18 838 0.0013195
0.075 0.07 0.19 579 0.000911683
0.085 0.08 0.2 342 0.000538507
0.095 0.09 0.21 210 0.000330662
0.105 0.1 0.22 106 0.000166906
0.115 0.11 0.23 52 8.18783e-05
0.125 0.12 0.24 22 3.46408e-05
0.135 0.13 0.25 9 1.41712e-05
0.145 0.14 0.26 2 3.14916e-06
0.155 0.15 0.27 4 6.29833e-06
0.165 0.16 0.28 0 0
0.175 0.17 0.29 0 0
