Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.195 -0.2 0.01 0 0
-0.185 -0.19 0.02 1 1.22438e-05
-0.175 -0.18 0.03 0 0
-0.165 -0.17 0.04 1 1.22438e-05
-0.155 -0.16 0.05 2 2.44876e-05
-0.145 -0.15 0.06 3 3.67314e-05
-0.135 -0.14 0.07 1 1.22438e-05
-0.125 -0.13 0.08 3 3.67314e-05
-0.115 -0.12 0.09 3 3.67314e-05
-0.105 -0.11 0.1 13 0.000159169
-0.095 -0.1 0.11 15 0.000183657
-0.085 -0.09 0.12 29 0.00035507
-0.075 -0.08 0.13 79 0.00096726
-0.065 -0.07 0.14 169 0.0020692
-0.055 -0.06 0.15 369 0.00451796
-0.045 -0.05 0.16 1023 0.0125254
-0.035 -0.04 0.17 2764 0.0338419
-0.025 -0.03 0.18 7924 0.0970199
-0.015 -0.02 0.19 21466 0.262825
-0.00499999 -0.00999999 0.2 47808 0.585352
0.00500001 0 0.21 1 1.22438e-05
0.015 0.01 0.22 0 0
