Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.145 -0.15 0.01 0 0
-0.135 -0.14 0.02 2 2.94746e-05
-0.125 -0.13 0.03 0 0
-0.115 -0.12 0.04 4 5.89492e-05
-0.105 -0.11 0.05 1 1.47373e-05
-0.095 -0.1 0.06 4 5.89492e-05
-0.085 -0.09 0.07 9 0.000132636
-0.075 -0.08 0.08 44 0.000648442
-0.065 -0.07 0.09 91 0.00134109
-0.055 -0.06 0.1 237 0.00349274
-0.045 -0.05 0.11 665 0.00980031
-0.035 -0.04 0.12 2082 0.0306831
-0.025 -0.03 0.13 6512 0.0959693
-0.015 -0.02 0.14 17693 0.260747
-0.00499999 -0.00999999 0.15 40511 0.597023
0.00500001 0 0.16 0 0
0.015 0.01 0.17 0 0
