Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.185 -0.19 0.01 0 0
-0.175 -0.18 0.02 1 9.72479e-05
-0.165 -0.17 0.03 7 0.000680735
-0.155 -0.16 0.04 3 0.000291744
-0.145 -0.15 0.05 6 0.000583487
-0.135 -0.14 0.06 31 0.00301468
-0.125 -0.13 0.07 40 0.00388992
-0.115 -0.12 0.08 106 0.0103083
-0.105 -0.11 0.09 164 0.0159487
-0.095 -0.1 0.1 286 0.0278129
-0.085 -0.09 0.11 437 0.0424973
-0.075 -0.08 0.12 739 0.0718662
-0.065 -0.07 0.13 904 0.0879121
-0.055 -0.06 0.14 1218 0.118448
-0.045 -0.05 0.15 1275 0.123991
-0.035 -0.04 0.16 1351 0.131382
-0.025 -0.03 0.17 1471 0.143052
-0.015 -0.02 0.18 1281 0.124575
-0.005 -0.01 0.19 963 0.0936497
0.005 0 0.2 0 0
0.015 0.00999999 0.21 0 0
