Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.745 -0.75 0.01 0 0
-0.735 -0.74 0.02 1 3.08613e-05
-0.725 -0.73 0.03 0 0
-0.715 -0.72 0.04 0 0
-0.705 -0.71 0.05 0 0
-0.695 -0.7 0.06 0 0
-0.685 -0.69 0.07 0 0
-0.675 -0.68 0.08 0 0
-0.665 -0.67 0.09 0 0
-0.655 -0.66 0.1 0 0
-0.645 -0.65 0.11 0 0
-0.635 -0.64 0.12 0 0
-0.625 -0.63 0.13 0 0
-0.615 -0.62 0.14 0 0
-0.605 -0.61 0.15 0 0
-0.595 -0.6 0.16 0 0
-0.585 -0.59 0.17 0 0
-0.575 -0.58 0.18 0 0
-0.565 -0.57 0.19 1 3.08613e-05
-0.555 -0.56 0.2 0 0
-0.545 -0.55 0.21 0 0
-0.535 -0.54 0.22 1 3.08613e-05
-0.525 -0.53 0.23 2 6.17227e-05
-0.515 -0.52 0.24 0 0
-0.505 -0.51 0.25 0 0
-0.495 -0.5 0.26 1 3.08613e-05
-0.485 -0.49 0.27 0 0
-0.475 -0.48 0.28 0 0
-0.465 -0.47 0.29 4 0.000123445
-0.455 -0.46 0.3 2 6.17227e-05
-0.445 -0.45 0.31 3 9.2584e-05
-0.435 -0.44 0.32 1 3.08613e-05
-0.425 -0.43 0.33 3 9.2584e-05
-0.415 -0.42 0.34 3 9.2584e-05
-0.405 -0.41 0.35 4 0.000123445
-0.395 -0.4 0.36 5 0.000154307
-0.385 -0.39 0.37 9 0.000277752
-0.375 -0.38 0.38 5 0.000154307
-0.365 -0.37 0.39 14 0.000432059
-0.355 -0.36 0.4 10 0.000308613
-0.345 -0.35 0.41 25 0.000771534
-0.335 -0.34 0.42 19 0.000586365
-0.325 -0.33 0.43 21 0.000648088
-0.315 -0.32 0.44 36 0.00111101
-0.305 -0.31 0.45 32 0.000987563
-0.295 -0.3 0.46 45 0.00138876
-0.285 -0.29 0.47 49 0.00151221
-0.275 -0.28 0.48 66 0.00203685
-0.265 -0.27 0.49 96 0.00296269
-0.255 -0.26 0.5 103 0.00317872
-0.245 -0.25 0.51 111 0.00342561
-0.235 -0.24 0.52 143 0.00441317
-0.225 -0.23 0.53 189 0.00583279
-0.215 -0.22 0.54 225 0.0069438
-0.205 -0.21 0.55 273 0.00842515
-0.195 -0.2 0.56 330 0.0101842
-0.185 -0.19 0.57 434 0.0133938
-0.175 -0.18 0.58 438 0.0135173
-0.165 -0.17 0.59 588 0.0181465
-0.155 -0.16 0.6 659 0.0203376
-0.145 -0.15 0.61 796 0.0245656
-0.135 -0.14 0.62 899 0.0277443
-0.125 -0.13 0.63 1091 0.0336697
-0.115 -0.12 0.64 1245 0.0384224
-0.105 -0.11 0.65 1486 0.04586
-0.095 -0.1 0.66 1684 0.0519705
-0.085 -0.09 0.67 1709 0.052742
-0.075 -0.08 0.68 1971 0.0608277
-0.065 -0.07 0.69 2115 0.0652717
-0.055 -0.06 0.7 2296 0.0708576
-0.045 -0.05 0.71 2545 0.0785421
-0.035 -0.04 0.72 2681 0.0827392
-0.025 -0.03 0.73 2799 0.0863809
-0.015 -0.02 0.74 2768 0.0854242
-0.00500002 -0.00999999 0.75 2367 0.0730488
0.00499998 0 0.76 0 0
0.015 0.00999999 0.77 0 0
