Midpoint LowerLim UpperLim Count ProbabilityDensity
-2.275 -2.28 0.01 0 0
-2.265 -2.27 0.02 1 2.31405e-08
-2.255 -2.26 0.03 0 0
-2.245 -2.25 0.04 0 0
-2.235 -2.24 0.05 0 0
-2.225 -2.23 0.06 0 0
-2.215 -2.22 0.07 0 0
-2.205 -2.21 0.08 0 0
-2.195 -2.2 0.09 0 0
-2.185 -2.19 0.1 0 0
-2.175 -2.18 0.11 0 0
-2.165 -2.17 0.12 0 0
-2.155 -2.16 0.13 0 0
-2.145 -2.15 0.14 0 0
-2.135 -2.14 0.15 0 0
-2.125 -2.13 0.16 0 0
-2.115 -2.12 0.17 0 0
-2.105 -2.11 0.18 0 0
-2.095 -2.1 0.19 0 0
-2.085 -2.09 0.2 1 2.31405e-08
-2.075 -2.08 0.21 0 0
-2.065 -2.07 0.22 0 0
-2.055 -2.06 0.23 0 0
-2.045 -2.05 0.24 0 0
-2.035 -2.04 0.25 0 0
-2.025 -2.03 0.26 0 0
-2.015 -2.02 0.27 0 0
-2.005 -2.01 0.28 0 0
-1.995 -2 0.29 0 0
-1.985 -1.99 0.3 0 0
-1.975 -1.98 0.31 0 0
-1.965 -1.97 0.32 0 0
-1.955 -1.96 0.33 0 0
-1.945 -1.95 0.34 0 0
-1.935 -1.94 0.35 0 0
-1.925 -1.93 0.36 0 0
-1.915 -1.92 0.37 0 0
-1.905 -1.91 0.38 0 0
-1.895 -1.9 0.39 0 0
-1.885 -1.89 0.4 0 0
-1.875 -1.88 0.41 0 0
-1.865 -1.87 0.42 0 0
-1.855 -1.86 0.43 0 0
-1.845 -1.85 0.44 0 0
-1.835 -1.84 0.45 0 0
-1.825 -1.83 0.46 0 0
-1.815 -1.82 0.47 0 0
-1.805 -1.81 0.48 0 0
-1.795 -1.8 0.49 0 0
-1.785 -1.79 0.5 0 0
-1.775 -1.78 0.51 0 0
-1.765 -1.77 0.52 0 0
-1.755 -1.76 0.53 0 0
-1.745 -1.75 0.54 0 0
-1.735 -1.74 0.55 0 0
-1.725 -1.73 0.56 0 0
-1.715 -1.72 0.57 0 0
-1.705 -1.71 0.58 0 0
-1.695 -1.7 0.59 0 0
-1.685 -1.69 0.6 0 0
-1.675 -1.68 0.61 0 0
-1.665 -1.67 0.62 0 0
-1.655 -1.66 0.63 1 2.31405e-08
-1.645 -1.65 0.64 0 0
-1.635 -1.64 0.65 1 2.31405e-08
-1.625 -1.63 0.66 0 0
-1.615 -1.62 0.67 0 0
-1.605 -1.61 0.68 1 2.31405e-08
-1.595 -1.6 0.69 0 0
-1.585 -1.59 0.7 0 0
-1.575 -1.58 0.71 0 0
-1.565 -1.57 0.72 0 0
-1.555 -1.56 0.73 0 0
-1.545 -1.55 0.74 0 0
-1.535 -1.54 0.75 0 0
-1.525 -1.53 0.76 0 0
-1.515 -1.52 0.77 0 0
-1.505 -1.51 0.78 0 0
-1.495 -1.5 0.79 0 0
-1.485 -1.49 0.8 1 2.31405e-08
-1.475 -1.48 0.81 0 0
-1.465 -1.47 0.82 1 2.31405e-08
-1.455 -1.46 0.83 0 0
-1.445 -1.45 0.84 0 0
-1.435 -1.44 0.85 1 2.31405e-08
-1.425 -1.43 0.86 0 0
-1.415 -1.42 0.87 0 0
-1.405 -1.41 0.88 1 2.31405e-08
-1.395 -1.4 0.89 1 2.31405e-08
-1.385 -1.39 0.9 0 0
-1.375 -1.38 0.91 2 4.6281e-08
-1.365 -1.37 0.92 1 2.31405e-08
-1.355 -1.36 0.93 1 2.31405e-08
-1.345 -1.35 0.94 2 4.6281e-08
-1.335 -1.34 0.95 2 4.6281e-08
-1.325 -1.33 0.96 2 4.6281e-08
-1.315 -1.32 0.97 1 2.31405e-08
-1.305 -1.31 0.98 1 2.31405e-08
-1.295 -1.3 0.99 1 2.31405e-08
-1.285 -1.29 1 0 0
-1.275 -1.28 1.01 0 0
-1.265 -1.27 1.02 2 4.6281e-08
-1.255 -1.26 1.03 1 2.31405e-08
-1.245 -1.25 1.04 0 0
-1.235 -1.24 1.05 0 0
-1.225 -1.23 1.06 2 4.6281e-08
-1.215 -1.22 1.07 1 2.31405e-08
-1.205 -1.21 1.08 1 2.31405e-08
-1.195 -1.2 1.09 1 2.31405e-08
-1.185 -1.19 1.1 4 9.2562e-08
-1.175 -1.18 1.11 1 2.31405e-08
-1.165 -1.17 1.12 1 2.31405e-08
-1.155 -1.16 1.13 0 0
-1.145 -1.15 1.14 1 2.31405e-08
-1.135 -1.14 1.15 2 4.6281e-08
-1.125 -1.13 1.16 3 6.94215e-08
-1.115 -1.12 1.17 6 1.38843e-07
-1.105 -1.11 1.18 2 4.6281e-08
-1.095 -1.1 1.19 1 2.31405e-08
-1.085 -1.09 1.2 2 4.6281e-08
-1.075 -1.08 1.21 3 6.94215e-08
-1.065 -1.07 1.22 2 4.6281e-08
-1.055 -1.06 1.23 2 4.6281e-08
-1.045 -1.05 1.24 4 9.2562e-08
-1.035 -1.04 1.25 6 1.38843e-07
-1.025 -1.03 1.26 2 4.6281e-08
-1.015 -1.02 1.27 4 9.2562e-08
-1.005 -1.01 1.28 5 1.15703e-07
-0.995 -1 1.29 3 6.94215e-08
-0.985 -0.99 1.3 4 9.2562e-08
-0.975 -0.98 1.31 6 1.38843e-07
-0.965 -0.97 1.32 1 2.31405e-08
-0.955 -0.96 1.33 6 1.38843e-07
-0.945 -0.95 1.34 8 1.85124e-07
-0.935 -0.94 1.35 7 1.61984e-07
-0.925 -0.93 1.36 6 1.38843e-07
-0.915 -0.92 1.37 4 9.2562e-08
-0.905 -0.91 1.38 8 1.85124e-07
-0.895 -0.9 1.39 5 1.15703e-07
-0.885 -0.89 1.4 9 2.08265e-07
-0.875 -0.88 1.41 7 1.61984e-07
-0.865 -0.87 1.42 8 1.85124e-07
-0.855 -0.86 1.43 7 1.61984e-07
-0.845 -0.85 1.44 9 2.08265e-07
-0.835 -0.84 1.45 10 2.31405e-07
-0.825 -0.83 1.46 7 1.61984e-07
-0.815 -0.82 1.47 13 3.00827e-07
-0.805 -0.81 1.48 14 3.23967e-07
-0.795 -0.8 1.49 13 3.00827e-07
-0.785 -0.79 1.5 20 4.6281e-07
-0.775 -0.78 1.51 7 1.61984e-07
-0.765 -0.77 1.52 18 4.16529e-07
-0.755 -0.76 1.53 17 3.93389e-07
-0.745 -0.75 1.54 24 5.55372e-07
-0.735 -0.74 1.55 18 4.16529e-07
-0.725 -0.73 1.56 26 6.01653e-07
-0.715 -0.72 1.57 23 5.32232e-07
-0.705 -0.71 1.58 24 5.55372e-07
-0.695 -0.7 1.59 26 6.01653e-07
-0.685 -0.69 1.6 37 8.56199e-07
-0.675 -0.68 1.61 27 6.24794e-07
-0.665 -0.67 1.62 38 8.79339e-07
-0.655 -0.66 1.63 45 1.04132e-06
-0.645 -0.65 1.64 45 1.04132e-06
-0.635 -0.64 1.65 64 1.48099e-06
-0.625 -0.63 1.66 59 1.36529e-06
-0.615 -0.62 1.67 64 1.48099e-06
-0.605 -0.61 1.68 64 1.48099e-06
-0.595 -0.6 1.69 73 1.68926e-06
-0.585 -0.59 1.7 94 2.17521e-06
-0.575 -0.58 1.71 104 2.40661e-06
-0.565 -0.57 1.72 111 2.5686e-06
-0.555 -0.56 1.73 126 2.9157e-06
-0.545 -0.55 1.74 133 3.07769e-06
-0.535 -0.54 1.75 164 3.79504e-06
-0.525 -0.53 1.76 141 3.26281e-06
-0.515 -0.52 1.77 179 4.14215e-06
-0.505 -0.51 1.78 217 5.02149e-06
-0.495 -0.5 1.79 236 5.46116e-06
-0.485 -0.49 1.8 277 6.40992e-06
-0.475 -0.48 1.81 332 7.68265e-06
-0.465 -0.47 1.82 326 7.5438e-06
-0.455 -0.46 1.83 451 1.04364e-05
-0.445 -0.45 1.84 487 1.12694e-05
-0.435 -0.44 1.85 554 1.28198e-05
-0.425 -0.43 1.86 703 1.62678e-05
-0.415 -0.42 1.87 749 1.73322e-05
-0.405 -0.41 1.88 969 2.24231e-05
-0.395 -0.4 1.89 1168 2.70281e-05
-0.385 -0.39 1.9 1286 2.97587e-05
-0.375 -0.38 1.91 1615 3.73719e-05
-0.365 -0.37 1.92 1938 4.48463e-05
-0.355 -0.36 1.93 2331 5.39405e-05
-0.345 -0.35 1.94 2807 6.49554e-05
-0.335 -0.34 1.95 3397 7.86083e-05
-0.325 -0.33 1.96 4155 9.61488e-05
-0.315 -0.32 1.97 5163 0.000119474
-0.305 -0.31 1.98 6477 0.000149881
-0.295 -0.3 1.99 7926 0.000183412
