Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.185 -0.19 0.01 0 0
-0.175 -0.18 0.02 1 2.27199e-06
-0.165 -0.17 0.03 0 0
-0.155 -0.16 0.04 0 0
-0.145 -0.15 0.05 3 6.81597e-06
-0.135 -0.14 0.06 4 9.08796e-06
-0.125 -0.13 0.07 11 2.49919e-05
-0.115 -0.12 0.08 17 3.86238e-05
-0.105 -0.11 0.09 50 0.000113599
-0.095 -0.1 0.1 125 0.000283999
-0.085 -0.09 0.11 301 0.000683869
-0.075 -0.08 0.12 694 0.00157676
-0.065 -0.07 0.13 1618 0.00367608
-0.055 -0.06 0.14 3467 0.00787699
-0.045 -0.05 0.15 7178 0.0163083
-0.035 -0.04 0.16 15015 0.0341139
-0.025 -0.03 0.17 31082 0.070618
-0.015 -0.02 0.18 64085 0.1456
-0.005 -0.01 0.19 106915 0.24291
0.005 0 0.2 99612 0.226317
0.015 0.00999999 0.21 54754 0.1244
0.025 0.02 0.22 26182 0.0594852
0.035 0.03 0.23 12750 0.0289679
0.045 0.04 0.24 6831 0.01552
0.055 0.05 0.25 3794 0.00861993
0.065 0.06 0.26 2311 0.00525057
0.075 0.07 0.27 1456 0.00330802
0.085 0.08 0.28 919 0.00208796
0.095 0.09 0.29 469 0.00106556
0.105 0.1 0.3 276 0.000627069
0.115 0.11 0.31 126 0.000286271
0.125 0.12 0.32 61 0.000138591
0.135 0.13 0.33 18 4.08958e-05
0.145 0.14 0.34 11 2.49919e-05
0.155 0.15 0.35 5 1.13599e-05
0.165 0.16 0.36 2 4.54398e-06
0.175 0.17 0.37 0 0
0.185 0.18 0.38 0 0
