Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.235 -0.24 0.01 0 0
-0.225 -0.23 0.02 1 9.8094e-06
-0.215 -0.22 0.03 0 0
-0.205 -0.21 0.04 1 9.8094e-06
-0.195 -0.2 0.05 1 9.8094e-06
-0.185 -0.19 0.06 1 9.8094e-06
-0.175 -0.18 0.07 1 9.8094e-06
-0.165 -0.17 0.08 2 1.96188e-05
-0.155 -0.16 0.09 3 2.94282e-05
-0.145 -0.15 0.1 2 1.96188e-05
-0.135 -0.14 0.11 6 5.88564e-05
-0.125 -0.13 0.12 13 0.000127522
-0.115 -0.12 0.13 18 0.000176569
-0.105 -0.11 0.14 23 0.000225616
-0.095 -0.1 0.15 53 0.000519898
-0.085 -0.09 0.16 82 0.000804371
-0.075 -0.08 0.17 199 0.00195207
-0.065 -0.07 0.18 332 0.00325672
-0.055 -0.06 0.19 817 0.00801428
-0.045 -0.05 0.2 1662 0.0163032
-0.035 -0.04 0.21 4268 0.0418665
-0.025 -0.03 0.22 10743 0.105382
-0.015 -0.02 0.23 27445 0.269219
-0.005 -0.01 0.24 56270 0.551975
0.005 0 0.25 0 0
0.015 0.01 0.26 0 0
