Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.295 -0.3 0.01 0 0
-0.285 -0.29 0.02 1 1.95299e-06
-0.275 -0.28 0.03 0 0
-0.265 -0.27 0.04 3 5.85897e-06
-0.255 -0.26 0.05 2 3.90598e-06
-0.245 -0.25 0.06 4 7.81197e-06
-0.235 -0.24 0.07 11 2.14829e-05
-0.225 -0.23 0.08 8 1.56239e-05
-0.215 -0.22 0.09 10 1.95299e-05
-0.205 -0.21 0.1 8 1.56239e-05
-0.195 -0.2 0.11 10 1.95299e-05
-0.185 -0.19 0.12 16 3.12479e-05
-0.175 -0.18 0.13 15 2.92949e-05
-0.165 -0.17 0.14 33 6.44487e-05
-0.155 -0.16 0.15 56 0.000109368
-0.145 -0.15 0.16 115 0.000224594
-0.135 -0.14 0.17 155 0.000302714
-0.125 -0.13 0.18 142 0.000277325
-0.115 -0.12 0.19 224 0.00043747
-0.105 -0.11 0.2 328 0.000640581
-0.095 -0.1 0.21 493 0.000962825
-0.085 -0.09 0.22 754 0.00147256
-0.075 -0.08 0.23 1253 0.0024471
-0.065 -0.07 0.24 2229 0.00435322
-0.055 -0.06 0.25 4463 0.0087162
-0.045 -0.05 0.26 9333 0.0182273
-0.035 -0.04 0.27 21011 0.0410343
-0.025 -0.03 0.28 53863 0.105194
-0.015 -0.02 0.29 136469 0.266523
-0.00499999 -0.00999999 0.3 281026 0.548841
0.00500001 0 0.31 0 0
