Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.705 -0.71 0.01 0 0
-0.695 -0.7 0.02 1 1.59805e-08
-0.685 -0.69 0.03 0 0
-0.675 -0.68 0.04 0 0
-0.665 -0.67 0.05 1 1.59805e-08
-0.655 -0.66 0.06 1 1.59805e-08
-0.645 -0.65 0.07 1 1.59805e-08
-0.635 -0.64 0.08 1 1.59805e-08
-0.625 -0.63 0.09 4 6.39222e-08
-0.615 -0.62 0.1 2 3.19611e-08
-0.605 -0.61 0.11 3 4.79416e-08
-0.595 -0.6 0.12 3 4.79416e-08
-0.585 -0.59 0.13 5 7.99027e-08
-0.575 -0.58 0.14 3 4.79416e-08
-0.565 -0.57 0.15 2 3.19611e-08
-0.555 -0.56 0.16 8 1.27844e-07
-0.545 -0.55 0.17 6 9.58832e-08
-0.535 -0.54 0.18 8 1.27844e-07
-0.525 -0.53 0.19 12 1.91766e-07
-0.515 -0.52 0.2 11 1.75786e-07
-0.505 -0.51 0.21 16 2.55689e-07
-0.495 -0.5 0.22 11 1.75786e-07
-0.485 -0.49 0.23 10 1.59805e-07
-0.475 -0.48 0.24 16 2.55689e-07
-0.465 -0.47 0.25 21 3.35591e-07
-0.455 -0.46 0.26 28 4.47455e-07
-0.445 -0.45 0.27 23 3.67552e-07
-0.435 -0.44 0.28 34 5.43338e-07
-0.425 -0.43 0.29 34 5.43338e-07
-0.415 -0.42 0.3 26 4.15494e-07
-0.405 -0.41 0.31 35 5.59319e-07
-0.395 -0.4 0.32 50 7.99027e-07
-0.385 -0.39 0.33 55 8.7893e-07
-0.375 -0.38 0.34 63 1.00677e-06
-0.365 -0.37 0.35 72 1.1506e-06
-0.355 -0.36 0.36 90 1.43825e-06
-0.345 -0.35 0.37 112 1.78982e-06
-0.335 -0.34 0.38 118 1.8857e-06
-0.325 -0.33 0.39 151 2.41306e-06
-0.315 -0.32 0.4 193 3.08424e-06
-0.305 -0.31 0.41 239 3.81935e-06
-0.295 -0.3 0.42 254 4.05906e-06
-0.285 -0.29 0.43 330 5.27358e-06
-0.275 -0.28 0.44 445 7.11134e-06
-0.265 -0.27 0.45 526 8.40576e-06
-0.255 -0.26 0.46 664 1.06111e-05
-0.245 -0.25 0.47 821 1.312e-05
-0.235 -0.24 0.48 1046 1.67156e-05
-0.225 -0.23 0.49 1328 2.12222e-05
-0.215 -0.22 0.5 1698 2.7135e-05
-0.205 -0.21 0.51 2028 3.24085e-05
-0.195 -0.2 0.52 2695 4.30675e-05
-0.185 -0.19 0.53 3553 5.67788e-05
-0.175 -0.18 0.54 4765 7.61473e-05
-0.165 -0.17 0.55 6264 0.000100102
-0.155 -0.16 0.56 8506 0.00013593
-0.145 -0.15 0.57 11756 0.000187867
-0.135 -0.14 0.58 16768 0.000267962
-0.125 -0.13 0.59 24543 0.00039221
-0.115 -0.12 0.6 36173 0.000578064
-0.105 -0.11 0.61 55252 0.000882957
-0.095 -0.1 0.62 85523 0.0013667
-0.085 -0.09 0.63 133947 0.00214055
-0.075 -0.08 0.64 214236 0.00342361
-0.065 -0.07 0.65 348975 0.00557681
-0.055 -0.06 0.66 586497 0.00937254
-0.045 -0.05 0.67 1031088 0.0164773
-0.035 -0.04 0.68 1894585 0.0302765
-0.025 -0.03 0.69 3732145 0.0596417
-0.015 -0.02 0.7 8021545 0.128189
-0.00499999 -0.00999999 0.71 18378884 0.293704
0.00500001 0 0.72 14496725 0.231665
0.015 0.00999999 0.73 6066523 0.0969463
0.025 0.02 0.74 3011702 0.0481286
0.035 0.03 0.75 1526547 0.024395
0.045 0.04 0.76 825305 0.0131888
0.055 0.05 0.77 489709 0.00782581
0.065 0.06 0.78 320286 0.00511834
0.075 0.07 0.79 225595 0.00360513
0.085 0.08 0.8 167772 0.00268109
0.095 0.09 0.81 131084 0.00209479
0.105 0.1 0.82 105075 0.00167915
0.115 0.11 0.83 86940 0.00138935
0.125 0.12 0.84 71952 0.00114983
0.135 0.13 0.85 62015 0.000991033
0.145 0.14 0.86 54162 0.000865538
0.155 0.15 0.87 47478 0.000758724
0.165 0.16 0.88 41501 0.000663208
0.175 0.17 0.89 36756 0.000587381
0.185 0.18 0.9 32883 0.000525488
0.195 0.19 0.91 29250 0.000467431
0.205 0.2 0.92 26407 0.000421998
0.215 0.21 0.93 22847 0.000365107
0.225 0.22 0.94 19532 0.000312132
0.235 0.23 0.95 16146 0.000258022
0.245 0.24 0.96 13024 0.000208131
0.255 0.25 0.97 10316 0.000164855
0.265 0.26 0.98 7649 0.000122235
0.275 0.27 0.99 5645 9.02101e-05
0.285 0.28 1 4215 6.7358e-05
0.295 0.29 1.01 3079 4.92041e-05
0.305 0.3 1.02 2358 3.76821e-05
0.315 0.31 1.03 1755 2.80458e-05
0.325 0.32 1.04 1403 2.24207e-05
0.335 0.33 1.05 992 1.58527e-05
0.345 0.34 1.06 751 1.20014e-05
0.355 0.35 1.07 497 7.94233e-06
0.365 0.36 1.08 344 5.4973e-06
0.375 0.37 1.09 298 4.7622e-06
0.385 0.38 1.1 207 3.30797e-06
0.395 0.39 1.11 176 2.81257e-06
0.405 0.4 1.12 135 2.15737e-06
0.415 0.41 1.13 120 1.91766e-06
0.425 0.42 1.14 100 1.59805e-06
0.435 0.43 1.15 74 1.18256e-06
0.445 0.44 1.16 65 1.03873e-06
0.455 0.45 1.17 47 7.51085e-07
0.465 0.46 1.18 38 6.0726e-07
0.475 0.47 1.19 38 6.0726e-07
0.485 0.48 1.2 20 3.19611e-07
0.495 0.49 1.21 27 4.31474e-07
0.505 0.5 1.22 22 3.51572e-07
0.515 0.51 1.23 20 3.19611e-07
0.525 0.52 1.24 17 2.71669e-07
0.535 0.53 1.25 21 3.35591e-07
0.545 0.54 1.26 13 2.07747e-07
0.555 0.55 1.27 11 1.75786e-07
0.565 0.56 1.28 10 1.59805e-07
0.575 0.57 1.29 6 9.58832e-08
0.585 0.58 1.3 8 1.27844e-07
0.595 0.59 1.31 11 1.75786e-07
0.605 0.6 1.32 4 6.39222e-08
0.615 0.61 1.33 6 9.58832e-08
0.625 0.62 1.34 7 1.11864e-07
0.635 0.63 1.35 2 3.19611e-08
0.645 0.64 1.36 4 6.39222e-08
0.655 0.65 1.37 2 3.19611e-08
0.665 0.66 1.38 5 7.99027e-08
0.675 0.67 1.39 6 9.58832e-08
0.685 0.68 1.4 3 4.79416e-08
0.695 0.69 1.41 10 1.59805e-07
0.705 0.7 1.42 7 1.11864e-07
0.715 0.71 1.43 7 1.11864e-07
0.725 0.72 1.44 1 1.59805e-08
0.735 0.73 1.45 4 6.39222e-08
0.745 0.74 1.46 2 3.19611e-08
0.755 0.75 1.47 4 6.39222e-08
0.765 0.76 1.48 0 0
0.775 0.77 1.49 3 4.79416e-08
0.785 0.78 1.5 1 1.59805e-08
0.795 0.79 1.51 3 4.79416e-08
0.805 0.8 1.52 1 1.59805e-08
0.815 0.81 1.53 0 0
0.825 0.82 1.54 0 0
0.835 0.83 1.55 1 1.59805e-08
0.845 0.84 1.56 3 4.79416e-08
0.855 0.85 1.57 2 3.19611e-08
0.865 0.86 1.58 2 3.19611e-08
0.875 0.87 1.59 4 6.39222e-08
0.885 0.88 1.6 2 3.19611e-08
0.895 0.89 1.61 1 1.59805e-08
0.905 0.9 1.62 0 0
0.915 0.91 1.63 0 0
0.925 0.92 1.64 0 0
0.935 0.93 1.65 1 1.59805e-08
0.945 0.94 1.66 1 1.59805e-08
0.955 0.95 1.67 0 0
0.965 0.96 1.68 0 0
0.975 0.97 1.69 0 0
0.985 0.98 1.7 2 3.19611e-08
0.995 0.99 1.71 1 1.59805e-08
1.005 1 1.72 0 0
1.015 1.01 1.73 0 0
1.025 1.02 1.74 2 3.19611e-08
1.035 1.03 1.75 0 0
1.045 1.04 1.76 0 0
1.055 1.05 1.77 0 0
1.065 1.06 1.78 1 1.59805e-08
1.075 1.07 1.79 0 0
1.085 1.08 1.8 0 0
1.095 1.09 1.81 0 0
1.105 1.1 1.82 0 0
1.115 1.11 1.83 0 0
1.125 1.12 1.84 0 0
1.135 1.13 1.85 0 0
1.145 1.14 1.86 1 1.59805e-08
1.155 1.15 1.87 0 0
1.165 1.16 1.88 0 0
