Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.185 -0.19 0.01 0 0
-0.175 -0.18 0.02 2 2.92886e-05
-0.165 -0.17 0.03 2 2.92886e-05
-0.155 -0.16 0.04 1 1.46443e-05
-0.145 -0.15 0.05 5 7.32215e-05
-0.135 -0.14 0.06 5 7.32215e-05
-0.125 -0.13 0.07 15 0.000219664
-0.115 -0.12 0.08 42 0.00061506
-0.105 -0.11 0.09 71 0.00103974
-0.095 -0.1 0.1 172 0.00251882
-0.085 -0.09 0.11 351 0.00514015
-0.075 -0.08 0.12 757 0.0110857
-0.065 -0.07 0.13 1538 0.0225229
-0.055 -0.06 0.14 3046 0.0446065
-0.045 -0.05 0.15 5199 0.0761357
-0.035 -0.04 0.16 8342 0.122163
-0.025 -0.03 0.17 12627 0.184913
-0.015 -0.02 0.18 17457 0.255645
-0.005 -0.01 0.19 18654 0.273175
0.005 0 0.2 0 0
0.015 0.00999999 0.21 0 0
