Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.215 -0.22 0.01 0 0
-0.205 -0.21 0.02 1 1.24197e-05
-0.195 -0.2 0.03 0 0
-0.185 -0.19 0.04 3 3.72592e-05
-0.175 -0.18 0.05 2 2.48395e-05
-0.165 -0.17 0.06 6 7.45184e-05
-0.155 -0.16 0.07 10 0.000124197
-0.145 -0.15 0.08 6 7.45184e-05
-0.135 -0.14 0.09 27 0.000335333
-0.125 -0.13 0.1 28 0.000347753
-0.115 -0.12 0.11 85 0.00105568
-0.105 -0.11 0.12 140 0.00173876
-0.095 -0.1 0.13 311 0.00386254
-0.085 -0.09 0.14 566 0.00702957
-0.075 -0.08 0.15 1182 0.0146801
-0.065 -0.07 0.16 2177 0.0270378
-0.055 -0.06 0.17 3877 0.0481513
-0.045 -0.05 0.18 6374 0.0791634
-0.035 -0.04 0.19 9939 0.12344
-0.025 -0.03 0.2 14599 0.181316
-0.015 -0.02 0.21 19739 0.245153
-0.005 -0.01 0.22 21445 0.266341
0.005 0 0.23 0 0
0.015 0.00999999 0.24 0 0
