Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.215 -0.22 0.01 0 0
-0.205 -0.21 0.02 1 1.07684e-05
-0.195 -0.2 0.03 6 6.46106e-05
-0.185 -0.19 0.04 7 7.53791e-05
-0.175 -0.18 0.05 9 9.69159e-05
-0.165 -0.17 0.06 15 0.000161527
-0.155 -0.16 0.07 21 0.000226137
-0.145 -0.15 0.08 41 0.000441506
-0.135 -0.14 0.09 64 0.00068918
-0.125 -0.13 0.1 76 0.000818401
-0.115 -0.12 0.11 156 0.00167988
-0.105 -0.11 0.12 264 0.00284287
-0.095 -0.1 0.13 521 0.00561035
-0.085 -0.09 0.14 939 0.0101116
-0.075 -0.08 0.15 1754 0.0188878
-0.065 -0.07 0.16 3092 0.033296
-0.055 -0.06 0.17 4957 0.0533791
-0.045 -0.05 0.18 7672 0.0826154
-0.035 -0.04 0.19 11696 0.125948
-0.025 -0.03 0.2 16742 0.180285
-0.015 -0.02 0.21 21765 0.234375
-0.005 -0.01 0.22 23066 0.248385
0.005 0 0.23 0 0
0.015 0.00999999 0.24 0 0
