Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.225 -0.23 0.01 0 0
-0.215 -0.22 0.02 1 8.45881e-05
-0.205 -0.21 0.03 1 8.45881e-05
-0.195 -0.2 0.04 1 8.45881e-05
-0.185 -0.19 0.05 3 0.000253764
-0.175 -0.18 0.06 5 0.00042294
-0.165 -0.17 0.07 9 0.000761293
-0.155 -0.16 0.08 21 0.00177635
-0.145 -0.15 0.09 45 0.00380646
-0.135 -0.14 0.1 55 0.00465234
-0.125 -0.13 0.11 78 0.00659787
-0.115 -0.12 0.12 163 0.0137879
-0.105 -0.11 0.13 263 0.0222467
-0.095 -0.1 0.14 423 0.0357807
-0.085 -0.09 0.15 626 0.0529521
-0.075 -0.08 0.16 857 0.072492
-0.065 -0.07 0.17 1075 0.0909322
-0.055 -0.06 0.18 1303 0.110218
-0.045 -0.05 0.19 1387 0.117324
-0.035 -0.04 0.2 1527 0.129166
-0.025 -0.03 0.21 1568 0.132634
-0.015 -0.02 0.22 1340 0.113348
-0.00499999 -0.00999999 0.23 1071 0.0905938
0.00500001 0 0.24 0 0
0.015 0.01 0.25 0 0
