Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.395 -0.4 0.01 0 0
-0.385 -0.39 0.02 1 4.93925e-05
-0.375 -0.38 0.03 0 0
-0.365 -0.37 0.04 0 0
-0.355 -0.36 0.05 1 4.93925e-05
-0.345 -0.35 0.06 0 0
-0.335 -0.34 0.07 0 0
-0.325 -0.33 0.08 1 4.93925e-05
-0.315 -0.32 0.09 0 0
-0.305 -0.31 0.1 4 0.00019757
-0.295 -0.3 0.11 1 4.93925e-05
-0.285 -0.29 0.12 2 9.87849e-05
-0.275 -0.28 0.13 2 9.87849e-05
-0.265 -0.27 0.14 5 0.000246962
-0.255 -0.26 0.15 6 0.000296355
-0.245 -0.25 0.16 3 0.000148177
-0.235 -0.24 0.17 11 0.000543317
-0.225 -0.23 0.18 22 0.00108663
-0.215 -0.22 0.19 30 0.00148177
-0.205 -0.21 0.2 32 0.00158056
-0.195 -0.2 0.21 54 0.00266719
-0.185 -0.19 0.22 67 0.0033093
-0.175 -0.18 0.23 91 0.00449472
-0.165 -0.17 0.24 139 0.00686555
-0.155 -0.16 0.25 204 0.0100761
-0.145 -0.15 0.26 248 0.0122493
-0.135 -0.14 0.27 346 0.0170898
-0.125 -0.13 0.28 477 0.0235602
-0.115 -0.12 0.29 637 0.031463
-0.105 -0.11 0.3 769 0.0379828
-0.095 -0.1 0.31 1081 0.0533933
-0.085 -0.09 0.32 1315 0.0649511
-0.075 -0.08 0.33 1438 0.0710264
-0.065 -0.07 0.34 1585 0.0782871
-0.055 -0.06 0.35 1859 0.0918206
-0.045 -0.05 0.36 2026 0.100069
-0.035 -0.04 0.37 1975 0.0975501
-0.025 -0.03 0.38 2126 0.105008
-0.015 -0.02 0.39 2001 0.0988343
-0.00499998 -0.00999999 0.4 1687 0.0833251
0.00500001 0 0.41 0 0
