Midpoint LowerLim UpperLim Count ProbabilityDensity
-0.115 -0.12 0.01 0 0
-0.105 -0.11 0.02 1 1.27752e-06
-0.095 -0.1 0.03 2 2.55504e-06
-0.085 -0.09 0.04 0 0
-0.075 -0.08 0.05 11 1.40527e-05
-0.065 -0.07 0.06 15 1.91628e-05
-0.055 -0.06 0.07 92 0.000117532
-0.045 -0.05 0.08 299 0.000381979
-0.035 -0.04 0.09 1183 0.00151131
-0.025 -0.03 0.1 6347 0.00810843
-0.015 -0.02 0.11 45352 0.0579381
-0.005 -0.01 0.12 398514 0.50911
0.005 0 0.13 280655 0.358543
0.015 0.01 0.14 30116 0.0384738
0.025 0.02 0.15 8865 0.0113252
0.035 0.03 0.16 4239 0.00541541
0.045 0.04 0.17 2375 0.00303411
0.055 0.05 0.18 1598 0.00204148
0.065 0.06 0.19 1105 0.00141166
0.075 0.07 0.2 732 0.000935145
0.085 0.08 0.21 503 0.000642593
0.095 0.09 0.22 301 0.000384534
0.105 0.1 0.23 202 0.000258059
0.115 0.11 0.24 143 0.000182686
0.125 0.12 0.25 59 7.53737e-05
0.135 0.13 0.26 26 3.32155e-05
0.145 0.14 0.27 18 2.29954e-05
0.155 0.15 0.28 5 6.38761e-06
0.165 0.16 0.29 7 8.94265e-06
0.175 0.17 0.3 0 0
0.185 0.18 0.31 1 1.27752e-06
0.195 0.19 0.32 0 0
0.205 0.2 0.33 0 0
