Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 2065 0.0143397
25 20 30 18739 0.130127
35 30 40 20333 0.141196
45 40 50 22420 0.155688
55 50 60 19817 0.137612
65 60 70 15218 0.105676
75 70 80 11221 0.0779204
85 80 90 8266 0.0574004
95 90 100 6132 0.0425816
105 100 110 4663 0.0323806
115 110 120 3448 0.0239434
125 120 130 2668 0.018527
135 130 140 1944 0.0134994
145 140 150 1464 0.0101662
155 150 160 1116 0.00774968
165 160 170 884 0.00613863
175 170 180 694 0.00481924
185 180 190 546 0.00379151
195 190 200 432 0.00299987
205 200 210 338 0.00234712
215 210 220 298 0.00206936
225 220 230 236 0.00163882
235 230 240 180 0.00124995
245 240 250 140 0.000972182
255 250 260 127 0.000881908
265 260 270 99 0.000687471
275 270 280 94 0.000652751
285 280 290 58 0.000402761
295 290 300 54 0.000374984
305 300 310 42 0.000291655
315 310 320 32 0.000222213
325 320 330 30 0.000208325
335 330 340 29 0.00020138
345 340 350 27 0.000187492
355 350 360 21 0.000145827
365 360 370 15 0.000104162
375 370 380 20 0.000138883
385 380 390 12 8.33299e-05
395 390 400 14 9.72182e-05
405 400 410 8 5.55532e-05
415 410 420 9 6.24974e-05
425 420 430 8 5.55532e-05
435 430 440 6 4.16649e-05
445 440 450 4 2.77766e-05
455 450 460 5 3.47208e-05
465 460 470 5 3.47208e-05
475 470 480 3 2.08325e-05
485 480 490 3 2.08325e-05
495 490 500 5 3.47208e-05
505 500 510 3 2.08325e-05
515 510 520 4 2.77766e-05
525 520 530 1 6.94416e-06
535 530 540 1 6.94416e-06
545 540 550 1 6.94416e-06
555 550 560 1 6.94416e-06
565 560 570 1 6.94416e-06
575 570 580 0 0
585 580 590 2 1.38883e-05
595 590 600 0 0
605 600 610 0 0
