Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 2700 0.0133531
15 10 30 7060 0.0349159
25 20 40 6983 0.0345351
35 30 50 7435 0.0367705
45 40 60 8460 0.0418398
55 50 70 9912 0.0490208
65 60 80 11492 0.0568348
75 70 90 12656 0.0625915
85 80 100 13403 0.0662859
95 90 110 13831 0.0684026
105 100 120 13681 0.0676607
115 110 130 12921 0.0639021
125 120 140 11940 0.0590504
135 130 150 10776 0.0532938
145 140 160 9341 0.0461968
155 150 170 8256 0.0408309
165 160 180 7163 0.0354253
175 170 190 6118 0.0302572
185 180 200 5117 0.0253066
195 190 210 4149 0.0205193
205 200 220 3306 0.0163501
215 210 230 2693 0.0133185
225 220 240 2282 0.0112859
235 230 250 1810 0.00895153
245 240 260 1456 0.00720079
255 250 270 1167 0.00577151
265 260 280 995 0.00492087
275 270 290 833 0.00411968
285 280 300 596 0.00294758
295 290 310 483 0.00238872
305 300 320 351 0.00173591
315 310 330 311 0.00153808
325 320 340 298 0.00147379
335 330 350 264 0.00130564
345 340 360 247 0.00122156
355 350 370 236 0.00116716
365 360 380 217 0.00107319
375 370 390 173 0.000855589
385 380 400 150 0.00074184
395 390 410 127 0.000628091
405 400 420 117 0.000578635
415 410 430 84 0.00041543
425 420 440 69 0.000341246
435 430 450 54 0.000267062
445 440 460 47 0.000232443
455 450 470 39 0.000192878
465 460 480 44 0.000217606
475 470 490 45 0.000222552
485 480 500 59 0.00029179
495 490 510 52 0.000257171
505 500 520 40 0.000197824
515 510 530 35 0.000173096
525 520 540 31 0.000153314
535 530 550 24 0.000118694
545 540 560 21 0.000103858
555 550 570 13 6.42928e-05
565 560 580 9 4.45104e-05
575 570 590 8 3.95648e-05
585 580 600 4 1.97824e-05
595 590 610 2 9.8912e-06
605 600 620 1 4.9456e-06
615 610 630 0 0
625 620 640 4 1.97824e-05
635 630 650 3 1.48368e-05
645 640 660 3 1.48368e-05
655 650 670 1 4.9456e-06
665 660 680 2 9.8912e-06
675 670 690 0 0
685 680 700 0 0
