Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 8332 0.129102
25 20 30 13463 0.208606
35 30 40 12724 0.197155
45 40 50 10331 0.160076
55 50 60 7537 0.116784
65 60 70 4840 0.0749946
75 70 80 3131 0.0485141
85 80 90 1802 0.0279215
95 90 100 1105 0.0171217
105 100 110 579 0.00897146
115 110 120 331 0.00512876
125 120 130 196 0.00303697
135 130 140 104 0.00161145
145 140 150 42 0.000650779
155 150 160 11 0.000170442
165 160 170 8 0.000123958
175 170 180 1 1.54947e-05
185 180 190 0 0
195 190 200 1 1.54947e-05
205 200 210 0 0
215 210 220 0 0
