Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 13963 0.255812
35 30 30 17132 0.313871
45 40 40 10486 0.192111
55 50 50 5941 0.108843
65 60 60 3228 0.0591393
75 70 70 1800 0.0329773
85 80 80 891 0.0163238
95 90 90 551 0.0100947
105 100 100 284 0.00520309
115 110 110 149 0.00272979
125 120 120 83 0.00152062
135 130 130 32 0.000586263
145 140 140 18 0.000329773
155 150 150 11 0.000201528
165 160 160 8 0.000146566
175 170 170 2 3.66414e-05
185 180 180 2 3.66414e-05
195 190 190 1 1.83207e-05
205 200 200 1 1.83207e-05
215 210 210 0 0
225 220 220 0 0
