Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 3334 0.0435316
25 20 30 4006 0.0523058
35 30 40 4767 0.0622421
45 40 50 6040 0.0788635
55 50 60 7327 0.0956677
65 60 70 7956 0.103881
75 70 80 7721 0.100812
85 80 90 6871 0.0897138
95 90 100 5658 0.0738758
105 100 110 4621 0.0603358
115 110 120 3591 0.0468872
125 120 130 2749 0.0358934
135 130 140 2272 0.0296652
145 140 150 1778 0.0232151
155 150 160 1471 0.0192067
165 160 170 1130 0.0147543
175 170 180 899 0.0117381
185 180 190 716 0.00934872
195 190 200 575 0.0075077
205 200 210 459 0.00599311
215 210 220 312 0.00407375
225 220 230 278 0.00362981
235 230 240 224 0.00292474
245 240 250 166 0.00216744
255 250 260 171 0.00223273
265 260 270 223 0.00291168
275 270 280 181 0.00236329
285 280 290 150 0.00195853
295 290 300 152 0.00198465
305 300 310 115 0.00150154
315 310 320 92 0.00120123
325 320 330 71 0.000927038
335 330 340 70 0.000913981
345 340 350 56 0.000731185
355 350 360 56 0.000731185
365 360 370 44 0.000574503
375 370 380 41 0.000535332
385 380 390 47 0.000613673
395 390 400 36 0.000470048
405 400 410 43 0.000561446
415 410 420 23 0.000300308
425 420 430 24 0.000313365
435 430 440 21 0.000274194
445 440 450 27 0.000352536
455 450 460 11 0.000143626
465 460 470 10 0.000130569
475 470 480 1 1.30569e-05
485 480 490 1 1.30569e-05
495 490 500 1 1.30569e-05
505 500 510 0 0
515 510 520 0 0
