Midpoint LowerLim UpperLim Count ProbabilityDensity
25 20 10 0 0
35 30 20 812 0.0335995
45 40 30 2883 0.119295
55 50 40 2457 0.101668
65 60 50 1803 0.0746059
75 70 60 2696 0.111557
85 80 70 1969 0.0814747
95 90 80 1929 0.0798196
105 100 90 1768 0.0731576
115 110 100 1159 0.047958
125 120 110 1447 0.059875
135 130 120 970 0.0401374
145 140 130 847 0.0350478
155 150 140 744 0.0307858
165 160 150 507 0.020979
175 170 160 453 0.0187446
185 180 170 341 0.0141101
195 190 180 248 0.0102619
205 200 190 240 0.0099309
215 210 200 173 0.00715852
225 220 210 137 0.00566889
235 230 220 108 0.0044689
245 240 230 61 0.0025241
255 250 240 64 0.00264824
265 260 250 43 0.00177929
275 270 260 46 0.00190342
285 280 270 33 0.0013655
295 290 280 26 0.00107585
305 300 290 23 0.000951711
315 310 300 15 0.000620681
325 320 310 19 0.000786196
335 330 320 15 0.000620681
345 340 330 15 0.000620681
355 350 340 17 0.000703439
365 360 350 12 0.000496545
375 370 360 17 0.000703439
385 380 370 7 0.000289651
395 390 380 8 0.00033103
405 400 390 11 0.000455166
415 410 400 4 0.000165515
425 420 410 6 0.000248272
435 430 420 5 0.000206894
445 440 430 5 0.000206894
455 450 440 4 0.000165515
465 460 450 3 0.000124136
475 470 460 3 0.000124136
485 480 470 3 0.000124136
495 490 480 5 0.000206894
505 500 490 2 8.27575e-05
515 510 500 2 8.27575e-05
525 520 510 0 0
535 530 520 1 4.13787e-05
545 540 530 0 0
555 550 540 0 0
565 560 550 0 0
575 570 560 0 0
585 580 570 1 4.13787e-05
595 590 580 0 0
605 600 590 0 0
