Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 1064 0.0110243
15 10 30 5576 0.057774
25 20 40 7135 0.0739271
35 30 50 9981 0.103415
45 40 60 14171 0.146828
55 50 70 15199 0.15748
65 60 80 13197 0.136737
75 70 90 10370 0.107446
85 80 100 7620 0.0789523
95 90 110 5085 0.0526867
105 100 120 3150 0.0326378
115 110 130 1851 0.0191786
125 120 140 1020 0.0105684
135 130 150 533 0.00552251
145 140 160 288 0.00298402
155 150 170 184 0.00190646
165 160 180 55 0.000569866
175 170 190 19 0.000196863
185 180 200 7 7.25283e-05
195 190 210 2 2.07224e-05
205 200 220 2 2.07224e-05
215 210 230 5 5.1806e-05
225 220 240 0 0
235 230 250 0 0
