Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 2855 0.0224015
15 10 30 4815 0.0377804
25 20 40 5249 0.0411857
35 30 50 6140 0.0481769
45 40 60 8063 0.0632655
55 50 70 11498 0.0902179
65 60 80 14027 0.110061
75 70 90 14590 0.114479
85 80 100 13472 0.105707
95 90 110 11207 0.0879346
105 100 120 8713 0.0683657
115 110 130 6334 0.0496991
125 120 140 5247 0.0411701
135 130 150 4019 0.0315347
145 140 160 2986 0.0234293
155 150 170 2036 0.0159753
165 160 180 1486 0.0116597
175 170 190 1085 0.00851334
185 180 200 717 0.00562587
195 190 210 537 0.00421352
205 200 220 542 0.00425275
215 210 230 324 0.00254223
225 220 240 224 0.00175759
235 230 250 124 0.000972953
245 240 260 89 0.000698329
255 250 270 110 0.000863104
265 260 280 88 0.000690483
275 270 290 62 0.000486477
285 280 300 79 0.000619865
295 290 310 109 0.000855258
305 300 320 87 0.000682637
315 310 330 65 0.000510016
325 320 340 46 0.000360934
335 330 350 93 0.000729715
345 340 360 78 0.000612019
355 350 370 50 0.00039232
365 360 380 44 0.000345242
375 370 390 35 0.000274624
385 380 400 28 0.000219699
395 390 410 31 0.000243238
405 400 420 38 0.000298163
415 410 430 20 0.000156928
425 420 440 3 2.35392e-05
435 430 450 2 1.56928e-05
445 440 460 0 0
455 450 470 0 0
