Midpoint LowerLim UpperLim Count ProbabilityDensity
45 40 10 0 0
55 50 20 348 0.2334
65 60 30 314 0.210597
75 70 40 241 0.161636
85 80 50 158 0.105969
95 90 60 118 0.0791415
105 100 70 86 0.0576794
115 110 80 58 0.0389001
125 120 90 48 0.0321932
135 130 100 35 0.0234742
145 140 110 21 0.0140845
155 150 120 26 0.017438
165 160 130 20 0.0134138
175 170 140 5 0.00335345
185 180 150 4 0.00268276
195 190 160 2 0.00134138
205 200 170 2 0.00134138
215 210 180 3 0.00201207
225 220 190 1 0.000670691
235 230 200 1 0.000670691
245 240 210 0 0
255 250 220 0 0
