Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 4645 0.0697898
25 20 30 10128 0.15217
35 30 40 12927 0.194225
45 40 50 13573 0.20393
55 50 60 9996 0.150187
65 60 70 6505 0.0977358
75 70 80 3751 0.0563577
85 80 90 2191 0.0329192
95 90 100 1285 0.0193068
105 100 110 742 0.0111483
115 110 120 333 0.00500323
125 120 130 222 0.00333549
135 130 140 108 0.00162267
145 140 150 58 0.000871434
155 150 160 64 0.000961582
165 160 170 11 0.000165272
175 170 180 9 0.000135222
185 180 190 5 7.51236e-05
195 190 200 4 6.00989e-05
205 200 210 0 0
215 210 220 0 0
