Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 1208 0.0694652
35 30 30 5356 0.307993
45 40 40 3914 0.225072
55 50 50 2804 0.161242
65 60 60 1676 0.0963772
75 70 70 1094 0.0629097
85 80 80 595 0.0342151
95 90 90 351 0.020184
105 100 100 172 0.00989074
115 110 110 118 0.00678551
125 120 120 63 0.00362277
135 130 130 22 0.00126509
145 140 140 7 0.00040253
155 150 150 4 0.000230017
165 160 160 2 0.000115009
175 170 170 1 5.75043e-05
185 180 180 1 5.75043e-05
195 190 190 1 5.75043e-05
205 200 200 1 5.75043e-05
215 210 210 0 0
225 220 220 0 0
