Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 4569 0.0324791
15 10 30 23541 0.167343
25 20 40 24413 0.173542
35 30 50 24347 0.173073
45 40 60 20675 0.14697
55 50 70 15716 0.111718
65 60 80 10600 0.075351
75 70 90 6827 0.0485303
85 80 100 4167 0.0296215
95 90 110 2551 0.018134
105 100 120 1553 0.0110396
115 110 130 755 0.00536698
125 120 140 471 0.00334814
135 130 150 278 0.00197619
145 140 160 135 0.000959659
155 150 170 53 0.000376755
165 160 180 21 0.00014928
175 170 190 2 1.42172e-05
185 180 200 0 0
195 190 210 0 0
205 200 220 1 7.10858e-06
215 210 230 0 0
225 220 240 0 0
