Midpoint LowerLim UpperLim Count ProbabilityDensity
25 20 10 0 0
35 30 20 3183 0.267659
45 40 30 2971 0.249832
55 50 40 1987 0.167087
65 60 50 1379 0.11596
75 70 60 885 0.0744198
85 80 70 609 0.0512109
95 90 80 374 0.0314497
105 100 90 172 0.0144635
115 110 100 124 0.0104272
125 120 110 80 0.00672721
135 130 120 59 0.00496132
145 140 130 29 0.00243861
155 150 140 17 0.00142953
165 160 150 9 0.000756811
175 170 160 6 0.000504541
185 180 170 4 0.000336361
195 190 180 2 0.00016818
205 200 190 0 0
215 210 200 1 8.40901e-05
225 220 210 0 0
235 230 220 1 8.40901e-05
245 240 230 0 0
255 250 240 0 0
