Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 892 0.0235077
25 20 30 5098 0.134352
35 30 40 7067 0.186243
45 40 50 8064 0.212518
55 50 60 6298 0.165977
65 60 70 4079 0.107498
75 70 80 2661 0.0701278
85 80 90 1566 0.0412703
95 90 100 949 0.0250099
105 100 110 547 0.0144156
115 110 120 344 0.00906575
125 120 130 189 0.00498089
135 130 140 101 0.00266175
145 140 150 48 0.00126499
155 150 160 24 0.000632494
165 160 170 8 0.000210831
175 170 180 4 0.000105416
185 180 190 3 7.90618e-05
195 190 200 0 0
205 200 210 0 0
215 210 220 3 7.90618e-05
225 220 230 0 0
235 230 240 0 0
