Midpoint LowerLim UpperLim Count ProbabilityDensity
25 20 10 0 0
35 30 20 929 0.0965195
45 40 30 2338 0.242909
55 50 40 1792 0.186182
65 60 50 1482 0.153974
75 70 60 1108 0.115117
85 80 70 732 0.076052
95 90 80 493 0.0512208
105 100 90 309 0.0321039
115 110 100 202 0.020987
125 120 110 122 0.0126753
135 130 120 58 0.00602597
145 140 130 30 0.00311688
155 150 140 9 0.000935065
165 160 150 5 0.00051948
175 170 160 6 0.000623377
185 180 170 4 0.000415584
195 190 180 2 0.000207792
205 200 190 4 0.000415584
215 210 200 0 0
225 220 210 0 0
