Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 1918 0.047295
25 20 30 9865 0.243256
35 30 40 9077 0.223825
45 40 50 7147 0.176234
55 50 60 4808 0.118558
65 60 70 3062 0.0755043
75 70 80 2074 0.0511417
85 80 90 1138 0.0280614
95 90 100 696 0.0171623
105 100 110 416 0.0102579
115 110 120 172 0.00424126
125 120 130 98 0.00241653
135 130 140 47 0.00115895
145 140 150 18 0.000443853
155 150 160 8 0.000197268
165 160 170 8 0.000197268
175 170 180 0 0
185 180 190 2 4.9317e-05
195 190 200 0 0
205 200 210 0 0
