Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 4976 0.0943014
25 20 30 11801 0.223644
35 30 40 11025 0.208937
45 40 50 8866 0.168022
55 50 60 6028 0.114238
65 60 70 4004 0.0758808
75 70 80 2517 0.0477003
85 80 90 1577 0.0298861
95 90 100 944 0.01789
105 100 110 509 0.00964618
115 110 120 248 0.00469991
125 120 130 159 0.00301325
135 130 140 70 0.00132659
145 140 150 25 0.000473781
155 150 160 12 0.000227415
165 160 170 2 3.79025e-05
175 170 180 3 5.68537e-05
185 180 190 0 0
195 190 200 1 1.89512e-05
205 200 210 0 0
215 210 220 0 0
