Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 4217 0.0860999
25 20 30 10679 0.218037
35 30 40 10300 0.210299
45 40 50 8524 0.174037
55 50 60 5677 0.115909
65 60 70 3851 0.0786271
75 70 80 2367 0.0483278
85 80 90 1464 0.029891
95 90 100 903 0.0184368
105 100 110 561 0.0114541
115 110 120 188 0.00383846
125 120 130 132 0.00269509
135 130 140 66 0.00134754
145 140 150 26 0.000530851
155 150 160 12 0.000245008
165 160 170 9 0.000183756
175 170 180 1 2.04173e-05
185 180 190 0 0
195 190 200 1 2.04173e-05
205 200 210 0 0
215 210 220 0 0
