Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 11296 0.150447
25 20 30 14546 0.193732
35 30 40 14172 0.188751
45 40 50 11676 0.155508
55 50 60 8472 0.112835
65 60 70 5776 0.0769282
75 70 80 3928 0.0523154
85 80 90 2402 0.0319913
95 90 100 1374 0.0182997
105 100 110 792 0.0105483
115 110 120 316 0.00420868
125 120 130 192 0.00255717
135 130 140 82 0.00109212
145 140 150 33 0.000439514
155 150 160 8 0.000106549
165 160 170 13 0.000173142
175 170 180 4 5.32744e-05
185 180 190 0 0
195 190 200 0 0
205 200 210 0 0
215 210 220 1 1.33186e-05
225 220 230 0 0
235 230 240 0 0
