Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 17670 0.118527
25 20 30 43277 0.290294
35 30 40 34918 0.234223
45 40 50 22733 0.152489
55 50 60 13515 0.090656
65 60 70 7734 0.0518782
75 70 80 4157 0.0278844
85 80 90 2372 0.0159109
95 90 100 1205 0.00808291
105 100 110 683 0.00458143
115 110 120 416 0.00279045
125 120 130 163 0.00109337
135 130 140 87 0.000583579
145 140 150 60 0.000402468
155 150 160 35 0.000234773
165 160 170 28 0.000187819
175 170 180 13 8.72015e-05
185 180 190 7 4.69547e-05
195 190 200 5 3.3539e-05
205 200 210 2 1.34156e-05
215 210 220 0 0
225 220 230 0 0
