Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 1391 0.0193905
25 20 30 2154 0.0300268
35 30 40 2970 0.0414018
45 40 50 3766 0.0524981
55 50 60 4427 0.0617124
65 60 70 5574 0.0777016
75 70 80 5686 0.0792629
85 80 90 6118 0.0852849
95 90 100 5631 0.0784962
105 100 110 5221 0.0727808
115 110 120 4600 0.064124
125 120 130 3946 0.0550072
135 130 140 3398 0.0473681
145 140 150 2852 0.0397569
155 150 160 2495 0.0347803
165 160 170 2168 0.0302219
175 170 180 1814 0.0252872
185 180 190 1428 0.0199063
195 190 200 1100 0.015334
205 200 210 925 0.0128945
215 210 220 771 0.0107477
225 220 230 586 0.00816884
235 230 240 478 0.00666332
245 240 250 406 0.00565964
255 250 260 336 0.00468384
265 260 270 232 0.00323408
275 270 280 201 0.00280194
285 280 290 177 0.00246738
295 290 300 129 0.00179826
305 300 310 113 0.00157522
315 310 320 78 0.00108732
325 320 330 87 0.00121278
335 330 340 65 0.0009061
345 340 350 62 0.00086428
355 350 360 63 0.00087822
365 360 370 39 0.00054366
375 370 380 30 0.0004182
385 380 390 27 0.00037638
395 390 400 23 0.00032062
405 400 410 26 0.00036244
415 410 420 17 0.00023698
425 420 430 15 0.0002091
435 430 440 11 0.00015334
445 440 450 14 0.00019516
455 450 460 8 0.00011152
465 460 470 15 0.0002091
475 470 480 13 0.00018122
485 480 490 11 0.00015334
495 490 500 20 0.0002788
505 500 510 4 5.576e-05
515 510 520 4 5.576e-05
525 520 530 3 4.182e-05
535 530 540 3 4.182e-05
545 540 550 1 1.394e-05
555 550 560 2 2.788e-05
565 560 570 1 1.394e-05
575 570 580 1 1.394e-05
585 580 590 0 0
595 590 600 0 0
