Midpoint LowerLim UpperLim Count ProbabilityDensity
35 30 10 0 0
45 40 20 1020 0.250861
55 50 30 803 0.197491
65 60 40 599 0.147319
75 70 50 470 0.115593
85 80 60 335 0.0823906
95 90 70 229 0.0563207
105 100 80 179 0.0440236
115 110 90 137 0.033694
125 120 100 91 0.0223807
135 130 110 51 0.012543
145 140 120 48 0.0118052
155 150 130 33 0.00811608
165 160 140 35 0.00860797
175 170 150 12 0.0029513
185 180 160 4 0.000983768
195 190 170 4 0.000983768
205 200 180 10 0.00245942
215 210 190 3 0.000737826
225 220 200 1 0.000245942
235 230 210 2 0.000491884
245 240 220 0 0
255 250 230 0 0
