Midpoint LowerLim UpperLim Count ProbabilityDensity
45 40 10 0 0
55 50 20 205 0.111595
65 60 30 518 0.281981
75 70 40 347 0.188895
85 80 50 255 0.138813
95 90 60 157 0.0854654
105 100 70 122 0.0664126
115 110 80 91 0.0495373
125 120 90 50 0.0272183
135 130 100 32 0.0174197
145 140 110 23 0.0125204
155 150 120 14 0.00762112
165 160 130 9 0.00489929
175 170 140 6 0.00326619
185 180 150 0 0
195 190 160 4 0.00217746
205 200 170 1 0.000544366
215 210 180 1 0.000544366
225 220 190 1 0.000544366
235 230 200 0 0
245 240 210 1 0.000544366
255 250 220 0 0
265 260 230 0 0
