Midpoint LowerLim UpperLim Count ProbabilityDensity
25 20 10 0 0
35 30 20 3650 0.299598
45 40 30 3254 0.267093
55 50 40 2100 0.172371
65 60 50 1367 0.112206
75 70 60 810 0.0664861
85 80 70 449 0.0368546
95 90 80 271 0.0222441
105 100 90 138 0.0113273
115 110 100 83 0.00681277
125 120 110 40 0.00328326
135 130 120 12 0.000984979
145 140 130 4 0.000328326
155 150 140 1 8.20816e-05
165 160 150 2 0.000164163
175 170 160 1 8.20816e-05
185 180 170 0 0
195 190 180 0 0
205 200 190 1 8.20816e-05
215 210 200 0 0
225 220 210 0 0
