Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 68474 0.206998
25 20 30 75784 0.229096
35 30 40 68046 0.205704
45 40 50 48531 0.14671
55 50 60 30120 0.0910531
65 60 70 17701 0.0535103
75 70 80 9781 0.0295681
85 80 90 5615 0.0169742
95 90 100 3113 0.00941063
105 100 110 1570 0.00474613
115 110 120 952 0.00287791
125 120 130 447 0.00135129
135 130 140 247 0.000746684
145 140 150 113 0.0003416
155 150 160 105 0.000317416
165 160 170 89 0.000269048
175 170 180 62 0.000187427
185 180 190 24 7.25523e-05
195 190 200 10 3.02301e-05
205 200 210 5 1.51151e-05
215 210 220 2 6.04602e-06
225 220 230 2 6.04602e-06
235 230 240 2 6.04602e-06
245 240 250 1 3.02301e-06
255 250 260 0 0
265 260 270 0 0
