Midpoint LowerLim UpperLim Count ProbabilityDensity
35 30 10 0 0
45 40 20 2298 0.203886
55 50 30 2918 0.258895
65 60 40 2022 0.179398
75 70 50 1363 0.12093
85 80 60 885 0.0785201
95 90 70 607 0.053855
105 100 80 378 0.0335374
115 110 90 229 0.0203176
125 120 100 200 0.0177447
135 130 110 125 0.0110904
145 140 120 87 0.00771892
155 150 130 56 0.0049685
165 160 140 46 0.00408127
175 170 150 15 0.00133085
185 180 160 18 0.00159702
195 190 170 9 0.000798509
205 200 180 7 0.000621063
215 210 190 5 0.000443616
225 220 200 1 8.87233e-05
235 230 210 1 8.87233e-05
245 240 220 1 8.87233e-05
255 250 230 0 0
265 260 240 0 0
