Midpoint LowerLim UpperLim Count ProbabilityDensity
35 30 10 0 0
45 40 20 145 0.0158332
55 50 30 656 0.0716314
65 60 40 1808 0.197423
75 70 50 796 0.0869185
85 80 60 1098 0.119895
95 90 70 732 0.0799301
105 100 80 637 0.0695567
115 110 90 681 0.0743612
125 120 100 358 0.0390915
135 130 110 580 0.0633326
145 140 120 288 0.0314479
155 150 130 253 0.0276261
165 160 140 213 0.0232584
175 170 150 149 0.0162699
185 180 160 143 0.0156148
195 190 170 87 0.00949989
205 200 180 107 0.0116838
215 210 190 59 0.00644245
225 220 200 52 0.0056781
235 230 210 40 0.00436777
245 240 220 43 0.00469535
255 250 230 34 0.0037126
265 260 240 18 0.00196549
275 270 250 20 0.00218388
285 280 260 16 0.00174711
295 290 270 20 0.00218388
305 300 280 13 0.00141952
315 310 290 10 0.00109194
325 320 300 12 0.00131033
335 330 310 10 0.00109194
345 340 320 6 0.000655165
355 350 330 9 0.000982747
365 360 340 12 0.00131033
375 370 350 7 0.000764359
385 380 360 3 0.000327582
395 390 370 9 0.000982747
405 400 380 1 0.000109194
415 410 390 1 0.000109194
425 420 400 3 0.000327582
435 430 410 2 0.000218388
445 440 420 6 0.000655165
455 450 430 3 0.000327582
465 460 440 4 0.000436777
475 470 450 2 0.000218388
485 480 460 2 0.000218388
495 490 470 2 0.000218388
505 500 480 0 0
515 510 490 1 0.000109194
525 520 500 0 0
535 530 510 0 0
545 540 520 0 0
555 550 530 1 0.000109194
565 560 540 0 0
575 570 550 1 0.000109194
585 580 560 2 0.000218388
595 590 570 0 0
605 600 580 0 0
615 610 590 1 0.000109194
625 620 600 0 0
635 630 610 1 0.000109194
645 640 620 0 0
655 650 630 0 0
665 660 640 0 0
675 670 650 0 0
685 680 660 0 0
695 690 670 0 0
705 700 680 0 0
715 710 690 0 0
725 720 700 0 0
735 730 710 1 0.000109194
745 740 720 0 0
755 750 730 0 0
