Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 12405 0.151591
25 20 30 15856 0.193763
35 30 40 15521 0.189669
45 40 50 12883 0.157432
55 50 60 9422 0.115138
65 60 70 6185 0.0755817
75 70 80 4068 0.0497116
85 80 90 2337 0.0285585
95 90 100 1446 0.0176703
105 100 110 847 0.0103505
115 110 120 432 0.00527911
125 120 130 243 0.0029695
135 130 140 115 0.00140532
145 140 150 43 0.000525467
155 150 160 15 0.000183302
165 160 170 7 8.55411e-05
175 170 180 5 6.11008e-05
185 180 190 0 0
195 190 200 0 0
205 200 210 0 0
215 210 220 2 2.44403e-05
225 220 230 0 0
235 230 240 0 0
