Midpoint LowerLim UpperLim Count ProbabilityDensity
45 40 10 0 0
55 50 20 1019 0.192119
65 60 30 771 0.145362
75 70 40 718 0.13537
85 80 50 624 0.117647
95 90 60 358 0.0674962
105 100 70 390 0.0735294
115 110 80 269 0.0507164
125 120 90 174 0.0328054
135 130 100 163 0.0307315
145 140 110 154 0.0290347
155 150 120 100 0.0188537
165 160 130 91 0.0171569
175 170 140 56 0.0105581
185 180 150 78 0.0147059
195 190 160 45 0.00848416
205 200 170 43 0.00810709
215 210 180 34 0.00641026
225 220 190 36 0.00678733
235 230 200 22 0.00414781
245 240 210 15 0.00282805
255 250 220 20 0.00377074
265 260 230 21 0.00395928
275 270 240 7 0.00131976
285 280 250 15 0.00282805
295 290 260 15 0.00282805
305 300 270 12 0.00226244
315 310 280 7 0.00131976
325 320 290 7 0.00131976
335 330 300 4 0.000754148
345 340 310 7 0.00131976
355 350 320 4 0.000754148
365 360 330 5 0.000942685
375 370 340 7 0.00131976
385 380 350 2 0.000377074
395 390 360 3 0.000565611
405 400 370 1 0.000188537
415 410 380 0 0
425 420 390 1 0.000188537
435 430 400 1 0.000188537
445 440 410 0 0
455 450 420 0 0
465 460 430 0 0
475 470 440 0 0
485 480 450 1 0.000188537
495 490 460 0 0
505 500 470 2 0.000377074
515 510 480 0 0
525 520 490 1 0.000188537
535 530 500 0 0
545 540 510 0 0
555 550 520 0 0
565 560 530 0 0
575 570 540 1 0.000188537
585 580 550 0 0
595 590 560 0 0
