Midpoint LowerLim UpperLim Count ProbabilityDensity
15 10 10 0 0
25 20 20 9489 0.260015
35 30 30 8554 0.234395
45 40 40 6643 0.18203
55 50 50 4584 0.12561
65 60 60 2844 0.0779306
75 70 70 1866 0.0511317
85 80 80 1118 0.0306352
95 90 90 651 0.0178385
105 100 100 352 0.00964542
115 110 110 220 0.00602839
125 120 120 100 0.00274018
135 130 130 48 0.00131528
145 140 140 20 0.000548035
155 150 150 2 5.48035e-05
165 160 160 0 0
175 170 170 2 5.48035e-05
185 180 180 0 0
195 190 190 0 0
205 200 200 0 0
215 210 210 1 2.74018e-05
225 220 220 0 0
235 230 230 0 0
