Midpoint LowerLim UpperLim Count ProbabilityDensity
45 40 10 0 0
55 50 20 88 0.0303972
65 60 30 295 0.1019
75 70 40 392 0.135406
85 80 50 294 0.101554
95 90 60 270 0.0932643
105 100 70 194 0.0670121
115 110 80 204 0.0704663
125 120 90 144 0.0497409
135 130 100 105 0.0362694
145 140 110 128 0.0442142
155 150 120 140 0.0483592
165 160 130 68 0.0234888
175 170 140 67 0.0231434
185 180 150 65 0.0224525
195 190 160 46 0.0158895
205 200 170 34 0.0117444
215 210 180 42 0.0145078
225 220 190 38 0.0131261
235 230 200 25 0.00863558
245 240 210 24 0.00829016
255 250 220 26 0.008981
265 260 230 24 0.00829016
275 270 240 10 0.00345423
285 280 250 23 0.00794473
295 290 260 11 0.00379965
305 300 270 12 0.00414508
315 310 280 13 0.0044905
325 320 290 9 0.00310881
335 330 300 8 0.00276339
345 340 310 4 0.00138169
355 350 320 6 0.00207254
365 360 330 11 0.00379965
375 370 340 3 0.00103627
385 380 350 3 0.00103627
395 390 360 3 0.00103627
405 400 370 11 0.00379965
415 410 380 3 0.00103627
425 420 390 5 0.00172712
435 430 400 5 0.00172712
445 440 410 3 0.00103627
455 450 420 2 0.000690846
465 460 430 3 0.00103627
475 470 440 3 0.00103627
485 480 450 1 0.000345423
495 490 460 0 0
505 500 470 2 0.000690846
515 510 480 3 0.00103627
525 520 490 0 0
535 530 500 3 0.00103627
545 540 510 2 0.000690846
555 550 520 0 0
565 560 530 1 0.000345423
575 570 540 1 0.000345423
585 580 550 1 0.000345423
595 590 560 0 0
605 600 570 1 0.000345423
615 610 580 0 0
625 620 590 1 0.000345423
635 630 600 0 0
645 640 610 1 0.000345423
655 650 620 1 0.000345423
665 660 630 1 0.000345423
675 670 640 3 0.00103627
685 680 650 0 0
695 690 660 1 0.000345423
705 700 670 0 0
715 710 680 0 0
725 720 690 1 0.000345423
735 730 700 0 0
745 740 710 1 0.000345423
755 750 720 0 0
765 760 730 0 0
775 770 740 0 0
785 780 750 2 0.000690846
795 790 760 1 0.000345423
805 800 770 0 0
815 810 780 0 0
825 820 790 0 0
835 830 800 0 0
845 840 810 0 0
855 850 820 0 0
865 860 830 0 0
875 870 840 0 0
885 880 850 0 0
895 890 860 0 0
905 900 870 0 0
915 910 880 0 0
925 920 890 0 0
935 930 900 0 0
945 940 910 0 0
955 950 920 0 0
965 960 930 0 0
975 970 940 0 0
985 980 950 0 0
995 990 960 0 0
1005 1000 970 0 0
1015 1010 980 0 0
1025 1020 990 0 0
1035 1030 1000 0 0
1045 1040 1010 0 0
1055 1050 1020 0 0
1065 1060 1030 0 0
1075 1070 1040 0 0
1085 1080 1050 0 0
1095 1090 1060 0 0
1105 1100 1070 1 0.000345423
1115 1110 1080 1 0.000345423
1125 1120 1090 0 0
1135 1130 1100 0 0
1145 1140 1110 0 0
1155 1150 1120 0 0
1165 1160 1130 1 0.000345423
1175 1170 1140 0 0
1185 1180 1150 0 0
