Midpoint LowerLim UpperLim Count ProbabilityDensity
25 20 10 0 0
35 30 20 2313 0.182054
45 40 30 2678 0.210783
55 50 40 2248 0.176938
65 60 50 1744 0.137269
75 70 60 1298 0.102164
85 80 70 915 0.0720189
95 90 80 603 0.0474616
105 100 90 351 0.0276269
115 110 100 242 0.0190476
125 120 110 138 0.0108619
135 130 120 101 0.00794963
145 140 130 35 0.00275482
155 150 140 13 0.00102322
165 160 150 11 0.000865801
175 170 160 6 0.000472255
185 180 170 4 0.000314837
195 190 180 3 0.000236128
205 200 190 0 0
215 210 200 1 7.87092e-05
225 220 210 0 0
235 230 220 1 7.87092e-05
245 240 230 0 0
255 250 240 0 0
