Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 409 0.00679515
25 20 30 2372 0.0394085
35 30 40 2659 0.0441768
45 40 50 3298 0.0547932
55 50 60 3931 0.0653099
65 60 70 4979 0.0827214
75 70 80 5023 0.0834524
85 80 90 4999 0.0830537
95 90 100 4644 0.0771557
105 100 110 4355 0.0723542
115 110 120 3813 0.0633494
125 120 130 3302 0.0548596
135 130 140 2668 0.0443263
145 140 150 2355 0.0391261
155 150 160 2060 0.034225
165 160 170 1722 0.0286094
175 170 180 1458 0.0242233
185 180 190 1141 0.0189566
195 190 200 868 0.014421
205 200 210 703 0.0116797
215 210 220 598 0.0099352
225 220 230 490 0.00814089
235 230 240 410 0.00681176
245 240 250 362 0.00601429
255 250 260 237 0.00393753
265 260 270 218 0.00362186
275 270 280 156 0.00259179
285 280 290 124 0.00206014
295 290 300 115 0.00191062
305 300 310 100 0.00166141
315 310 320 89 0.00147865
325 320 330 70 0.00116298
335 330 340 65 0.00107991
345 340 350 52 0.000863931
355 350 360 51 0.000847317
365 360 370 31 0.000515036
375 370 380 31 0.000515036
385 380 390 25 0.000415351
395 390 400 30 0.000498422
405 400 410 26 0.000431965
415 410 420 22 0.000365509
425 420 430 15 0.000249211
435 430 440 11 0.000182755
445 440 450 11 0.000182755
455 450 460 14 0.000232597
465 460 470 15 0.000249211
475 470 480 23 0.000382123
485 480 490 8 0.000132912
495 490 500 8 0.000132912
505 500 510 6 9.96843e-05
515 510 520 7 0.000116298
525 520 530 3 4.98422e-05
535 530 540 3 4.98422e-05
545 540 550 1 1.66141e-05
555 550 560 1 1.66141e-05
565 560 570 1 1.66141e-05
575 570 580 0 0
585 580 590 1 1.66141e-05
595 590 600 1 1.66141e-05
605 600 610 0 0
615 610 620 0 0
