Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 77834 0.10355
15 10 30 102850 0.136831
25 20 40 103577 0.137799
35 30 50 108507 0.144357
45 40 60 101394 0.134894
55 50 70 85929 0.11432
65 60 80 63050 0.0838816
75 70 90 43018 0.057231
85 80 100 27229 0.0362254
95 90 110 16698 0.022215
105 100 120 10371 0.0137976
115 110 130 5064 0.00673713
125 120 140 2877 0.00382755
135 130 150 1344 0.00178805
145 140 160 989 0.00131576
155 150 170 398 0.000529498
165 160 180 379 0.000504221
175 170 190 101 0.00013437
185 180 200 44 5.85375e-05
195 190 210 2 2.6608e-06
205 200 220 0 0
215 210 230 0 0
