Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 41638 0.061625
15 10 30 123195 0.182331
25 20 40 139260 0.206107
35 30 50 131029 0.193925
45 40 60 95817 0.141811
55 50 70 61257 0.0906615
65 60 80 36557 0.0541051
75 70 90 21110 0.0312432
85 80 100 11753 0.0173947
95 90 110 6301 0.0093256
105 100 120 3516 0.00520375
115 110 130 1840 0.00272323
125 120 140 992 0.00146818
135 130 150 586 0.000867291
145 140 160 397 0.000587568
155 150 170 196 0.000290084
165 160 180 62 9.17612e-05
175 170 190 51 7.5481e-05
185 180 200 62 9.17612e-05
195 190 210 25 3.70005e-05
205 200 220 10 1.48002e-05
215 210 230 7 1.03601e-05
225 220 240 2 2.96004e-06
235 230 250 4 5.92008e-06
245 240 260 0 0
255 250 270 0 0
