Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 46524 0.186503
25 20 30 61012 0.244582
35 30 40 53375 0.213967
45 40 50 36733 0.147254
55 50 60 22774 0.0912954
65 60 70 13174 0.0528113
75 70 80 7063 0.0283138
85 80 90 4000 0.016035
95 90 100 2104 0.00843442
105 100 110 1167 0.00467822
115 110 120 720 0.0028863
125 120 130 331 0.0013269
135 130 140 189 0.000757655
145 140 150 101 0.000404884
155 150 160 74 0.000296648
165 160 170 40 0.00016035
175 170 180 34 0.000136298
185 180 190 18 7.21576e-05
195 190 200 12 4.81051e-05
205 200 210 6 2.40525e-05
215 210 220 1 4.00876e-06
225 220 230 2 8.01751e-06
235 230 240 0 0
245 240 250 0 0
