Midpoint LowerLim UpperLim Count ProbabilityDensity
35 30 10 0 0
45 40 20 1060 0.22283
55 50 30 873 0.183519
65 60 40 731 0.153668
75 70 50 546 0.114778
85 80 60 423 0.0889216
95 90 70 279 0.0586504
105 100 80 228 0.0479294
115 110 90 169 0.0355266
125 120 100 128 0.0269077
135 130 110 82 0.0172378
145 140 120 76 0.0159765
155 150 130 49 0.0103006
165 160 140 32 0.00672693
175 170 150 17 0.00357368
185 180 160 17 0.00357368
195 190 170 11 0.00231238
205 200 180 14 0.00294303
215 210 190 13 0.00273281
225 220 200 5 0.00105108
235 230 210 3 0.00063065
245 240 220 1 0.000210217
255 250 230 0 0
265 260 240 0 0
