Midpoint LowerLim UpperLim Count ProbabilityDensity
5 0 10 0 0
15 10 20 1985 0.026056
25 20 30 2920 0.0383293
35 30 40 3841 0.0504187
45 40 50 4167 0.054698
55 50 60 4746 0.0622982
65 60 70 5543 0.07276
75 70 80 5399 0.0708698
85 80 90 5748 0.0754509
95 90 100 5516 0.0724056
105 100 110 5297 0.0695309
115 110 120 4896 0.0642672
125 120 130 4202 0.0551574
135 130 140 3756 0.049303
145 140 150 3147 0.041309
155 150 160 2695 0.0353758
165 160 170 2296 0.0301384
175 170 180 1971 0.0258723
185 180 190 1526 0.020031
195 190 200 1200 0.0157518
205 200 210 986 0.0129427
215 210 220 824 0.0108162
225 220 230 620 0.00813841
235 230 240 515 0.00676013
245 240 250 407 0.00534247
255 250 260 358 0.00469927
265 260 270 256 0.00336037
275 270 280 189 0.0024809
285 280 290 169 0.00221837
295 290 300 146 0.00191646
305 300 310 107 0.00140453
315 310 320 95 0.00124701
325 320 330 88 0.00115513
335 330 340 80 0.00105012
345 340 350 68 0.000892599
355 350 360 65 0.00085322
365 360 370 43 0.000564438
375 370 380 40 0.000525058
385 380 390 39 0.000511932
395 390 400 37 0.000485679
405 400 410 37 0.000485679
415 410 420 25 0.000328162
425 420 430 19 0.000249403
435 430 440 15 0.000196897
445 440 450 16 0.000210023
455 450 460 16 0.000210023
465 460 470 16 0.000210023
475 470 480 13 0.000170644
485 480 490 13 0.000170644
495 490 500 5 6.56323e-05
505 500 510 6 7.87588e-05
515 510 520 5 6.56323e-05
525 520 530 3 3.93794e-05
535 530 540 4 5.25058e-05
545 540 550 2 2.62529e-05
555 550 560 0 0
565 560 570 0 0
575 570 580 0 0
585 580 590 0 0
595 590 600 2 2.62529e-05
605 600 610 1 1.31265e-05
615 610 620 1 1.31265e-05
625 620 630 0 0
635 630 640 0 0
