Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 16580 0.034763
15 10 30 20028 0.0419924
25 20 40 20323 0.0426109
35 30 50 22826 0.0478589
45 40 60 27040 0.0566943
55 50 70 33671 0.0705974
65 60 80 42170 0.0884171
75 70 90 45693 0.0958037
85 80 100 46442 0.0973741
95 90 110 42654 0.0894319
105 100 120 35218 0.073841
115 110 130 28190 0.0591055
125 120 140 22022 0.0461731
135 130 150 16879 0.0353899
145 140 160 13240 0.0277601
155 150 170 10001 0.0209689
165 160 180 8381 0.0175723
175 170 190 5959 0.0124941
185 180 200 4670 0.00979151
195 190 210 3534 0.00740968
205 200 220 2656 0.00556879
215 210 230 2015 0.00422481
225 220 240 1324 0.00277601
235 230 250 931 0.00195201
245 240 260 716 0.00150122
255 250 270 420 0.000880607
265 260 280 397 0.000832383
275 270 290 552 0.00115737
285 280 300 425 0.00089109
295 290 310 420 0.000880607
305 300 320 209 0.000438207
315 310 330 96 0.000201281
325 320 340 82 0.000171928
335 330 350 109 0.000228538
345 340 360 153 0.000320792
355 350 370 162 0.000339663
365 360 380 76 0.000159348
375 370 390 71 0.000148864
385 380 400 56 0.000117414
395 390 410 73 0.000153058
405 400 420 73 0.000153058
415 410 430 85 0.000178218
425 420 440 87 0.000182411
435 430 450 43 9.01573e-05
445 440 460 39 8.17706e-05
455 450 470 23 4.82237e-05
465 460 480 25 5.24171e-05
475 470 490 24 5.03204e-05
485 480 500 11 2.30635e-05
495 490 510 22 4.6127e-05
505 500 520 18 3.77403e-05
515 510 530 4 8.38673e-06
525 520 540 11 2.30635e-05
535 530 550 4 8.38673e-06
545 540 560 3 6.29005e-06
555 550 570 7 1.46768e-05
565 560 580 1 2.09668e-06
575 570 590 0 0
585 580 600 0 0
