Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 38739 0.0585386
15 10 30 114032 0.172314
25 20 40 131734 0.199063
35 30 50 129515 0.19571
45 40 60 98013 0.148108
55 50 70 63129 0.0953943
65 60 80 38039 0.0574808
75 70 90 21558 0.0325763
85 80 100 12157 0.0183705
95 90 110 6715 0.010147
105 100 120 3592 0.00542788
115 110 130 1905 0.00287865
125 120 140 1058 0.00159875
135 130 150 590 0.00089155
145 140 160 365 0.000551552
155 150 170 207 0.000312798
165 160 180 145 0.00021911
175 170 190 125 0.000188888
185 180 200 94 0.000142044
195 190 210 37 5.59107e-05
205 200 220 14 2.11554e-05
215 210 230 4 6.04441e-06
225 220 240 2 3.0222e-06
235 230 250 0 0
245 240 260 0 0
