Midpoint LowerLim UpperLim Count ProbabilityDensity
45 40 10 0 0
55 50 20 115 0.0164875
65 60 30 511 0.0732616
75 70 40 212 0.0303943
85 80 50 647 0.0927599
95 90 60 507 0.0726882
105 100 70 247 0.0354122
115 110 80 524 0.0751254
125 120 90 394 0.0564875
135 130 100 181 0.0259498
145 140 110 306 0.043871
155 150 120 302 0.0432975
165 160 130 202 0.0289606
175 170 140 173 0.0248029
185 180 150 201 0.0288172
195 190 160 228 0.0326882
205 200 170 93 0.0133333
215 210 180 121 0.0173477
225 220 190 126 0.0180645
235 230 200 138 0.0197849
245 240 210 138 0.0197849
255 250 220 86 0.0123297
265 260 230 80 0.0114695
275 270 240 83 0.0118996
285 280 250 127 0.0182079
295 290 260 91 0.0130466
305 300 270 85 0.0121864
315 310 280 63 0.00903226
325 320 290 58 0.00831541
335 330 300 62 0.00888889
345 340 310 70 0.0100358
355 350 320 58 0.00831541
365 360 330 60 0.00860215
375 370 340 56 0.00802867
385 380 350 42 0.00602151
395 390 360 42 0.00602151
405 400 370 32 0.00458781
415 410 380 37 0.00530466
425 420 390 26 0.0037276
435 430 400 33 0.00473118
445 440 410 29 0.00415771
455 450 420 27 0.00387097
465 460 430 20 0.00286738
475 470 440 34 0.00487455
485 480 450 22 0.00315412
495 490 460 10 0.00143369
505 500 470 23 0.00329749
515 510 480 10 0.00143369
525 520 490 16 0.00229391
535 530 500 16 0.00229391
545 540 510 14 0.00200717
555 550 520 11 0.00157706
565 560 530 17 0.00243728
575 570 540 14 0.00200717
585 580 550 9 0.00129032
595 590 560 11 0.00157706
605 600 570 14 0.00200717
615 610 580 9 0.00129032
625 620 590 7 0.00100358
635 630 600 4 0.000573477
645 640 610 3 0.000430108
655 650 620 8 0.00114695
665 660 630 9 0.00129032
675 670 640 5 0.000716846
685 680 650 6 0.000860215
695 690 660 1 0.000143369
705 700 670 6 0.000860215
715 710 680 3 0.000430108
725 720 690 6 0.000860215
735 730 700 4 0.000573477
745 740 710 4 0.000573477
755 750 720 5 0.000716846
765 760 730 2 0.000286738
775 770 740 6 0.000860215
785 780 750 0 0
795 790 760 3 0.000430108
805 800 770 4 0.000573477
815 810 780 0 0
825 820 790 1 0.000143369
835 830 800 5 0.000716846
845 840 810 0 0
855 850 820 0 0
865 860 830 2 0.000286738
875 870 840 0 0
885 880 850 3 0.000430108
895 890 860 1 0.000143369
905 900 870 2 0.000286738
915 910 880 1 0.000143369
925 920 890 2 0.000286738
935 930 900 2 0.000286738
945 940 910 0 0
955 950 920 0 0
965 960 930 0 0
975 970 940 0 0
985 980 950 0 0
995 990 960 0 0
1005 1000 970 1 0.000143369
1015 1010 980 1 0.000143369
1025 1020 990 1 0.000143369
1035 1030 1000 0 0
1045 1040 1010 1 0.000143369
1055 1050 1020 0 0
1065 1060 1030 0 0
1075 1070 1040 0 0
1085 1080 1050 0 0
1095 1090 1060 0 0
1105 1100 1070 0 0
1115 1110 1080 1 0.000143369
1125 1120 1090 0 0
1135 1130 1100 0 0
1145 1140 1110 0 0
1155 1150 1120 0 0
1165 1160 1130 0 0
1175 1170 1140 0 0
1185 1180 1150 0 0
1195 1190 1160 0 0
1205 1200 1170 0 0
1215 1210 1180 0 0
1225 1220 1190 0 0
1235 1230 1200 0 0
1245 1240 1210 1 0.000143369
1255 1250 1220 0 0
1265 1260 1230 0 0
1275 1270 1240 0 0
1285 1280 1250 1 0.000143369
1295 1290 1260 0 0
1305 1300 1270 0 0
