Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 1951 0.0142641
15 10 30 5710 0.0417468
25 20 40 6125 0.0447809
35 30 50 7204 0.0526697
45 40 60 8989 0.0657201
55 50 70 11751 0.0859136
65 60 80 13581 0.099293
75 70 90 13829 0.101106
85 80 100 13271 0.0970265
95 90 110 11199 0.0818778
105 100 120 8955 0.0654715
115 110 130 7276 0.0531961
125 120 140 5880 0.0429897
135 130 150 4381 0.0320302
145 140 160 3517 0.0257134
155 150 170 2737 0.0200107
165 160 180 2101 0.0153608
175 170 190 1634 0.0119465
185 180 200 1250 0.00913896
195 190 210 1042 0.00761824
205 200 220 851 0.00622181
215 210 230 611 0.00446713
225 220 240 367 0.0026832
235 230 250 328 0.00239806
245 240 260 256 0.00187166
255 250 270 236 0.00172544
265 260 280 231 0.00168888
275 270 290 254 0.00185704
285 280 300 201 0.00146955
295 290 310 186 0.00135988
305 300 320 137 0.00100163
315 310 330 78 0.000570271
325 320 340 63 0.000460604
335 330 350 55 0.000402114
345 340 360 42 0.000307069
355 350 370 48 0.000350936
365 360 380 45 0.000329003
375 370 390 39 0.000285136
385 380 400 25 0.000182779
395 390 410 35 0.000255891
405 400 420 44 0.000321692
415 410 430 74 0.000541027
425 420 440 31 0.000226646
435 430 450 31 0.000226646
445 440 460 22 0.000160846
455 450 470 25 0.000182779
465 460 480 26 0.00019009
475 470 490 17 0.00012429
485 480 500 14 0.000102356
495 490 510 11 8.04229e-05
505 500 520 6 4.3867e-05
515 510 530 2 1.46223e-05
525 520 540 1 7.31117e-06
535 530 550 0 0
545 540 560 2 1.46223e-05
555 550 570 0 0
565 560 580 0 0
