Midpoint LowerLim UpperLim Count ProbabilityDensity
25 20 10 0 0
35 30 20 2573 0.115236
45 40 30 5598 0.250717
55 50 40 4382 0.196256
65 60 50 3073 0.13763
75 70 60 2239 0.100278
85 80 70 1411 0.0631942
95 90 80 952 0.042637
105 100 90 609 0.0272752
115 110 100 453 0.0202884
125 120 110 292 0.0130777
135 130 120 214 0.00958438
145 140 130 141 0.00631494
155 150 140 91 0.0040756
165 160 150 79 0.00353816
175 170 160 54 0.00241849
185 180 170 47 0.00210498
195 190 180 32 0.00143318
205 200 190 34 0.00152275
215 210 200 33 0.00147796
225 220 210 12 0.000537442
235 230 220 5 0.000223934
245 240 230 4 0.000179147
255 250 240 0 0
265 260 250 0 0
