Midpoint LowerLim UpperLim Count ProbabilityDensity
35 30 10 0 0
45 40 20 52 0.0148827
55 50 30 366 0.104751
65 60 40 159 0.0455066
75 70 50 627 0.17945
85 80 60 132 0.037779
95 90 70 294 0.0841442
105 100 80 215 0.0615341
115 110 90 95 0.0271895
125 120 100 175 0.0500859
135 130 110 187 0.0535203
145 140 120 60 0.0171723
155 150 130 97 0.0277619
165 160 140 107 0.0306239
175 170 150 74 0.0211792
185 180 160 72 0.0206068
195 190 170 65 0.0186033
205 200 180 59 0.0168861
215 210 190 48 0.0137378
225 220 200 54 0.0154551
235 230 210 34 0.00973097
245 240 220 51 0.0145965
255 250 230 36 0.0103034
265 260 240 48 0.0137378
275 270 250 18 0.00515169
285 280 260 37 0.0105896
295 290 270 17 0.00486548
305 300 280 19 0.00543789
315 310 290 23 0.00658271
325 320 300 21 0.0060103
335 330 310 25 0.00715512
345 340 320 22 0.00629651
355 350 330 14 0.00400687
365 360 340 16 0.00457928
375 370 350 8 0.00228964
385 380 360 11 0.00314825
395 390 370 8 0.00228964
405 400 380 12 0.00343446
415 410 390 13 0.00372066
425 420 400 6 0.00171723
435 430 410 6 0.00171723
445 440 420 3 0.000858615
455 450 430 8 0.00228964
465 460 440 4 0.00114482
475 470 450 11 0.00314825
485 480 460 3 0.000858615
495 490 470 4 0.00114482
505 500 480 2 0.00057241
515 510 490 5 0.00143102
525 520 500 3 0.000858615
535 530 510 3 0.000858615
545 540 520 2 0.00057241
555 550 530 5 0.00143102
565 560 540 4 0.00114482
575 570 550 2 0.00057241
585 580 560 1 0.000286205
595 590 570 3 0.000858615
605 600 580 1 0.000286205
615 610 590 3 0.000858615
625 620 600 4 0.00114482
635 630 610 1 0.000286205
645 640 620 3 0.000858615
655 650 630 0 0
665 660 640 1 0.000286205
675 670 650 1 0.000286205
685 680 660 2 0.00057241
695 690 670 2 0.00057241
705 700 680 3 0.000858615
715 710 690 4 0.00114482
725 720 700 3 0.000858615
735 730 710 3 0.000858615
745 740 720 1 0.000286205
755 750 730 1 0.000286205
765 760 740 1 0.000286205
775 770 750 2 0.00057241
785 780 760 2 0.00057241
795 790 770 1 0.000286205
805 800 780 2 0.00057241
815 810 790 0 0
825 820 800 0 0
835 830 810 1 0.000286205
845 840 820 0 0
855 850 830 1 0.000286205
865 860 840 1 0.000286205
875 870 850 1 0.000286205
885 880 860 0 0
895 890 870 1 0.000286205
905 900 880 0 0
915 910 890 0 0
925 920 900 1 0.000286205
935 930 910 0 0
945 940 920 0 0
955 950 930 1 0.000286205
965 960 940 0 0
975 970 950 0 0
