Midpoint LowerLim UpperLim Count ProbabilityDensity
-5 -10 10 0 0
5 0 20 11413 0.0598683
15 10 30 30581 0.160416
25 20 40 32210 0.168962
35 30 50 31576 0.165636
45 40 60 27228 0.142828
55 50 70 21002 0.110169
65 60 80 14153 0.0742413
75 70 90 9348 0.0490361
85 80 100 5745 0.0301361
95 90 110 3341 0.0175256
105 100 120 1871 0.00981457
115 110 130 1073 0.00562856
125 120 140 542 0.00284313
135 130 150 295 0.00154746
145 140 160 136 0.000713405
155 150 170 92 0.000482598
165 160 180 24 0.000125895
175 170 190 5 2.62281e-05
185 180 200 0 0
195 190 210 0 0
